t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
2.558,244.77,4516.88,2653.92,7.3,IDLE,open,
2.606,249.04,4517.29,2649.50,8.7,IDLE,open,
2.654,241.79,4522.63,2648.66,8.6,IDLE,open,
2.689,243.45,4521.38,2647.72,8.4,IDLE,open,
2.747,244.38,4517.96,2624.92,11.0,IDLE,open,
2.789,235.93,4517.26,2623.33,10.7,IDLE,open,
2.837,234.62,4483.32,2612.64,12.3,IDLE,open,
2.884,224.02,4485.36,2615.53,8.9,IDLE,open,
2.933,231.18,4497.46,2616.06,9.9,IDLE,open,
2.979,207.37,4487.96,2616.71,11.7,IDLE,open,
3.015,216.11,4475.02,2610.78,10.8,IDLE,open,
3.075,202.24,4474.90,2613.18,9.2,IDLE,open,
3.111,199.92,4481.33,2605.97,9.6,IDLE,open,
3.166,200.00,4474.64,2598.83,9.4,IDLE,open,
3.213,194.52,4474.69,2602.02,10.2,IDLE,open,
3.253,190.46,4473.49,2601.46,7.7,IDLE,open,
3.310,174.75,4500.64,2621.80,7.2,IDLE,open,
3.346,173.94,4493.88,2625.07,6.6,IDLE,open,
3.402,164.41,4498.33,2627.97,8.5,IDLE,open,
3.438,157.24,4517.09,2634.13,8.0,IDLE,open,
3.492,147.82,4511.21,2629.56,7.5,IDLE,open,
3.539,140.13,4520.33,2635.39,6.0,IDLE,open,
3.578,136.06,4507.86,2629.76,7.2,IDLE,open,
3.635,126.17,4521.88,2640.03,5.4,IDLE,open,
3.671,127.56,4529.16,2630.15,6.2,IDLE,open,
3.729,112.31,4534.03,2632.46,4.5,IDLE,open,
3.767,114.00,4553.42,2641.15,4.6,IDLE,open,
3.820,108.62,4568.43,2651.06,2.6,IDLE,open,
3.866,101.34,4595.75,2675.94,3.6,IDLE,open,
3.915,92.99,4595.74,2671.71,7.0,IDLE,open,
3.957,89.13,4597.85,2656.53,10.0,IDLE,open,
4.005,76.41,4482.58,2624.27,13.2,IDLE,open,
4.056,79.11,4424.96,2570.04,16.2,IDLE,open,
4.100,92.25,4332.41,2489.70,18.3,IDLE,open,
4.148,95.36,4308.13,2467.29,19.8,IDLE,open,
4.195,101.73,4311.41,2469.97,19.7,IDLE,open,
4.245,111.15,4305.51,2468.60,16.5,IDLE,open,
4.297,110.99,4309.83,2474.70,14.7,IDLE,open,
4.337,115.43,4330.29,2488.70,11.7,IDLE,open,
4.386,105.35,4340.29,2505.09,7.6,IDLE,open,
4.431,113.26,4351.09,2525.12,6.0,IDLE,open,
4.477,111.31,4356.61,2530.36,4.8,IDLE,open,
4.524,108.69,4357.65,2545.66,6.2,IDLE,open,
4.571,107.65,4354.29,2547.79,7.4,IDLE,open,
4.619,114.95,4353.91,2533.03,9.5,IDLE,open,
4.663,130.31,4356.18,2528.00,9.7,IDLE,open,
4.712,133.58,4345.35,2508.94,11.7,IDLE,open,
4.755,144.69,4315.30,2482.35,13.6,IDLE,open,
4.802,144.56,4304.01,2470.87,12.6,IDLE,open,
4.850,154.11,4296.49,2454.01,12.1,IDLE,open,
4.898,154.83,4292.06,2436.50,13.5,IDLE,open,
4.946,156.43,4292.42,2425.41,12.9,IDLE,open,
4.989,163.02,4294.24,2429.09,13.4,IDLE,open,
5.040,155.36,4309.91,2442.36,10.0,IDLE,open,
5.083,160.00,4324.16,2449.78,7.4,IDLE,open,
5.129,153.96,4363.92,2470.09,8.3,IDLE,open,
5.175,150.96,4378.36,2488.08,7.4,IDLE,open,
5.224,164.13,4439.11,2586.49,8.7,IDLE,open,
5.272,158.04,4458.46,2587.68,8.8,IDLE,open,
5.318,160.28,4470.80,2598.97,9.2,IDLE,open,
5.366,156.35,4477.17,2600.74,10.0,IDLE,open,
5.410,155.96,4476.98,2605.87,8.3,IDLE,open,
5.455,152.05,4469.37,2600.18,8.7,IDLE,open,
5.502,154.31,4461.99,2591.65,6.3,IDLE,open,
5.551,149.70,4461.35,2586.96,8.2,IDLE,open,
5.595,143.66,4472.82,2581.73,8.1,IDLE,open,
5.642,144.09,4475.83,2576.54,7.0,IDLE,open,
5.691,145.50,4468.39,2567.59,9.3,IDLE,open,
5.737,147.48,4460.83,2541.24,12.7,IDLE,open,
5.782,149.57,4467.55,2545.25,10.8,IDLE,open,
5.829,158.19,4411.32,2534.26,14.5,IDLE,open,
5.878,150.41,4414.40,2536.09,13.0,IDLE,open,
5.925,157.88,4408.70,2528.58,14.7,IDLE,open,
6.049,160.12,4282.39,2427.84,18.1,IDLE,open,
6.082,165.59,4284.46,2431.12,17.9,IDLE,open,
6.142,169.29,4246.94,2407.16,19.9,IDLE,open,
6.177,173.83,4237.74,2395.45,20.5,IDLE,open,
6.235,186.62,4231.90,2392.01,20.7,IDLE,open,
6.272,185.03,4221.95,2391.47,20.3,IDLE,open,
6.337,193.82,4184.30,2364.96,21.5,IDLE,open,
6.378,199.60,4154.94,2347.76,24.5,IDLE,open,
6.412,204.36,4137.51,2335.39,21.9,IDLE,open,
6.465,205.34,4131.29,2335.93,21.1,IDLE,open,
6.500,213.62,4157.41,2349.29,21.7,IDLE,open,
6.561,219.07,4151.10,2337.13,20.1,IDLE,open,
6.597,222.10,4120.51,2325.33,19.7,IDLE,open,
6.653,223.43,4157.27,2329.31,17.8,IDLE,open,
6.690,224.55,4143.91,2319.13,16.8,IDLE,open,
6.743,231.64,4158.45,2314.47,15.5,IDLE,open,
6.793,230.67,4172.62,2313.78,14.9,IDLE,open,
6.828,243.51,4183.39,2344.21,15.8,IDLE,open,
6.886,238.02,4190.61,2319.81,14.4,IDLE,open,
6.923,241.43,4185.86,2315.26,14.2,IDLE,open,
6.982,238.94,4225.67,2334.36,12.8,IDLE,open,
7.021,240.40,4219.09,2322.74,13.6,IDLE,open,
7.072,219.97,4220.52,2316.05,11.2,IDLE,open,
7.122,208.11,4236.43,2338.66,10.3,IDLE,open,
7.158,179.92,4218.19,2370.94,8.5,IDLE,open,
7.215,174.26,4253.81,2375.20,7.3,IDLE,open,
7.252,163.01,4245.10,2387.89,6.0,IDLE,open,
7.307,163.79,4255.33,2440.56,6.1,IDLE,open,
7.348,156.41,4298.01,2451.44,5.2,IDLE,open,
7.399,153.55,4327.08,2493.31,4.8,IDLE,open,
7.448,153.49,4344.66,2501.18,4.5,IDLE,open,
7.485,147.77,4351.19,2515.64,5.1,IDLE,open,
7.540,149.01,4374.66,2526.58,5.9,IDLE,open,
7.578,140.34,4393.40,2536.39,6.2,IDLE,open,
7.635,149.11,4429.41,2556.05,9.3,IDLE,open,
7.680,138.20,4460.90,2562.33,9.6,IDLE,open,
7.726,143.29,4456.32,2566.31,7.9,IDLE,open,
7.775,137.05,4466.37,2569.48,9.2,IDLE,open,
7.818,136.12,4477.32,2565.02,9.1,IDLE,open,
7.868,136.54,4492.23,2580.79,10.3,IDLE,open,
7.911,124.92,4512.00,2575.42,10.0,IDLE,open,
7.960,124.42,4538.63,2606.20,7.7,IDLE,open,
8.004,122.05,4531.43,2628.30,9.1,IDLE,open,
8.051,119.75,4595.72,2679.89,6.7,IDLE,open,
8.097,115.97,4594.46,2710.67,7.6,IDLE,open,
8.142,124.59,4599.43,2726.83,8.2,IDLE,open,
8.192,100.08,4615.57,2724.26,5.8,IDLE,open,
8.238,105.48,4621.33,2737.32,4.6,IDLE,open,
8.284,97.59,4622.48,2737.95,5.2,IDLE,open,
8.332,99.45,4624.82,2739.85,4.4,IDLE,open,
8.381,100.40,4623.26,2735.99,4.8,IDLE,open,
8.436,95.23,4622.46,2733.03,6.0,IDLE,open,
8.470,99.01,4616.31,2722.44,5.1,IDLE,open,
8.530,83.27,4616.43,2724.21,5.6,IDLE,open,
8.564,89.20,4620.28,2716.92,6.6,IDLE,open,
8.627,81.17,4616.33,2723.54,7.6,IDLE,open,
8.661,88.10,4619.97,2724.91,7.2,IDLE,open,
8.718,73.85,4624.09,2724.24,7.6,IDLE,open,
8.766,91.55,4622.24,2714.63,9.6,IDLE,open,
8.801,76.16,4624.51,2710.21,8.1,IDLE,open,
8.855,86.99,4626.48,2717.46,7.5,IDLE,open,
8.900,77.78,4631.66,2736.93,8.1,IDLE,open,
8.949,83.01,4621.61,2742.37,10.0,IDLE,open,
8.983,86.51,4600.81,2728.50,10.3,IDLE,open,
9.041,76.70,4597.64,2725.51,8.4,IDLE,open,
9.085,84.90,4605.82,2731.06,8.9,IDLE,open,
9.131,72.17,4607.86,2732.63,8.9,IDLE,open,
9.178,83.13,4615.12,2735.30,9.1,IDLE,open,
9.226,66.24,4606.89,2731.39,6.6,IDLE,open,
9.271,83.65,4595.52,2723.57,9.3,IDLE,open,
9.320,65.26,4586.93,2715.02,7.5,IDLE,open,
9.369,84.43,4582.25,2687.51,8.3,IDLE,open,
9.414,69.60,4586.72,2692.82,7.2,IDLE,open,
9.461,74.27,4587.65,2691.35,6.6,IDLE,open,
9.510,69.19,4586.12,2688.43,6.9,IDLE,open,
9.552,64.13,4579.08,2697.04,5.9,IDLE,open,
9.597,70.70,4586.54,2686.25,4.8,IDLE,open,
9.644,55.91,4600.18,2693.90,2.5,IDLE,open,
9.691,66.62,4610.64,2701.97,2.6,IDLE,open,
9.740,52.95,4622.15,2712.74,2.2,IDLE,open,
9.785,66.33,4633.89,2729.60,2.9,IDLE,open,
9.831,54.69,4641.62,2740.71,3.8,IDLE,open,
9.877,67.69,4646.38,2730.11,4.4,IDLE,open,
9.923,58.36,4652.89,2730.97,4.3,IDLE,open,
9.972,63.90,4661.63,2771.87,5.4,IDLE,open,
10.017,67.62,4666.18,2783.69,7.5,IDLE,open,
10.064,58.52,4669.28,2786.90,7.6,IDLE,open,
10.112,63.62,4672.77,2783.30,6.0,IDLE,open,
10.160,60.06,4679.20,2803.17,5.8,IDLE,open,
10.206,63.95,4684.53,2782.46,5.8,IDLE,open,
10.256,61.19,4689.27,2779.23,4.7,IDLE,open,
10.301,62.71,4693.89,2818.43,5.9,IDLE,open,
10.353,70.34,4698.40,2821.48,6.1,IDLE,open,
10.393,69.18,4704.04,2827.25,4.5,IDLE,open,
10.437,60.82,4709.24,2833.53,4.0,IDLE,open,
10.484,66.62,4715.20,2838.16,3.8,IDLE,open,
10.534,62.20,4721.14,2844.10,3.3,IDLE,open,
10.580,63.23,4725.93,2847.95,3.1,IDLE,open,
10.624,67.38,4728.91,2850.53,2.8,IDLE,open,
10.677,68.66,4729.65,2851.61,1.9,IDLE,open,
10.724,70.90,4730.80,2853.01,1.8,IDLE,open,
10.769,70.67,4727.67,2849.85,3.5,IDLE,open,
10.818,70.04,4728.45,2851.17,2.9,IDLE,open,
10.864,80.62,4724.16,2846.08,6.7,IDLE,open,
10.914,85.83,4639.52,2772.72,7.8,IDLE,open,
11.042,498.56,4423.81,3807.41,349.8,PULSE,open,
11.082,792.23,3091.88,2702.54,156.4,PULSE,open,
11.124,569.62,2198.69,1543.13,61.8,PULSE,open,
11.163,736.80,2202.02,1516.52,47.2,PULSE,open,
11.204,874.13,2281.75,1545.16,101.6,PULSE,open,
11.254,727.27,2324.19,1753.27,147.1,PULSE,open,
11.299,1212.77,2753.32,2208.21,303.7,PULSE,open,
11.348,1004.16,3313.67,2730.81,316.1,PULSE,open,
11.398,1588.79,3687.72,3373.08,382.9,PULSE,open,
11.440,1324.30,3972.82,3923.55,370.3,PULSE,open,
11.488,1798.95,3834.12,4416.28,291.7,PULSE,open,
11.534,1544.93,2745.73,4615.59,213.3,PULSE,open,
11.583,1843.28,1944.83,3725.59,144.3,PULSE,open,
11.627,1686.19,1393.98,2892.80,89.5,PULSE,open,
11.680,1777.92,1057.93,2313.43,44.9,PULSE,open,
11.721,1774.42,1226.50,2210.93,14.0,REFRACTORY,close,close
11.767,1541.82,1045.09,2269.11,14.7,REFRACTORY,close,
11.812,1905.94,898.62,2234.21,34.3,REFRACTORY,close,
11.861,1459.80,853.75,2269.63,50.3,REFRACTORY,close,
11.909,1961.37,893.31,2250.56,58.4,REFRACTORY,close,
11.954,1492.72,2856.30,3120.85,64.5,REFRACTORY,close,
12.005,2040.46,2495.03,2225.49,69.1,REFRACTORY,close,
12.049,1556.81,2104.17,1606.43,74.2,REFRACTORY,close,
12.093,2089.59,2002.44,1514.38,83.1,REFRACTORY,close,
12.140,1836.88,2016.95,1546.68,88.6,REFRACTORY,close,
12.187,1863.78,2345.47,2006.91,97.3,REFRACTORY,close,
12.238,2012.35,2796.97,2477.57,108.5,REFRACTORY,close,
12.282,1833.52,3740.45,3862.94,118.9,REFRACTORY,close,
12.337,2129.45,4026.74,4012.54,122.8,REFRACTORY,close,
12.383,1953.79,4334.91,3817.22,119.1,REFRACTORY,close,
12.429,2265.67,4100.80,3484.90,106.4,REFRACTORY,close,
12.473,1854.06,3671.29,2860.73,93.8,REFRACTORY,close,
12.516,2390.81,3378.09,2303.01,81.1,REFRACTORY,close,
12.564,1896.30,3053.13,1756.20,63.3,REFRACTORY,close,
12.609,2407.47,2767.76,1404.71,49.6,REFRACTORY,close,
12.673,1727.89,2634.96,1232.47,26.8,REFRACTORY,close,
12.715,2075.01,2618.59,1261.69,14.7,REFRACTORY,close,
12.760,1775.52,2680.55,1264.01,4.5,REFRACTORY,close,
12.803,1906.51,2775.41,1366.30,6.4,REFRACTORY,close,
12.847,1939.69,2789.63,1408.08,12.5,REFRACTORY,close,
12.891,1719.14,2779.16,1419.16,15.4,REFRACTORY,close,
12.950,1958.64,2778.50,1435.95,17.0,REFRACTORY,close,
12.995,1674.38,2789.10,1464.68,14.5,REFRACTORY,close,
13.038,2049.95,2828.82,1516.91,7.8,REFRACTORY,close,
13.082,1608.20,2886.82,1594.65,7.7,REFRACTORY,close,
13.127,2035.67,2863.68,1615.44,18.2,REFRACTORY,close,
13.183,1577.29,2847.49,1604.74,33.6,REFRACTORY,close,
13.228,2043.57,2854.58,1722.60,49.2,REFRACTORY,close,
13.272,1689.73,2934.10,1851.63,71.5,REFRACTORY,close,
13.317,1967.68,3019.10,1927.22,88.2,REFRACTORY,close,
13.372,1920.70,3112.38,2018.62,103.0,REFRACTORY,close,
13.417,2012.52,3301.61,2134.14,114.3,REFRACTORY,close,
13.461,2105.97,3489.61,2277.80,123.5,REFRACTORY,close,
13.505,1952.58,3455.08,2402.58,134.2,REFRACTORY,close,
13.548,2325.95,3348.85,2381.94,143.3,REFRACTORY,close,
13.605,2018.42,3248.29,2381.69,145.7,REFRACTORY,close,
13.652,2450.38,3182.18,2406.55,144.4,REFRACTORY,close,
13.695,2041.72,3010.11,2292.67,133.3,REFRACTORY,close,
13.740,2529.23,2897.32,2103.37,119.9,REFRACTORY,close,
13.783,2138.81,2775.66,1903.27,108.1,REFRACTORY,close,
13.840,2563.56,2548.65,1566.78,86.1,REFRACTORY,close,
13.880,2350.39,2469.44,1441.17,75.9,REFRACTORY,close,
13.934,2507.67,2348.30,1257.63,61.7,REFRACTORY,close,
13.973,2464.85,2289.14,1150.08,51.0,REFRACTORY,close,
14.028,2399.04,2301.59,1045.76,29.5,REFRACTORY,close,
14.070,2552.65,2324.44,1041.71,18.0,REFRACTORY,close,
14.123,2316.81,2383.23,1058.43,8.6,REFRACTORY,close,
14.162,2617.47,2439.60,1140.53,4.2,REFRACTORY,close,
14.204,2140.79,2492.69,1245.16,7.6,REFRACTORY,close,
14.262,2591.31,2562.75,1374.47,20.9,REFRACTORY,close,
14.301,2126.35,2605.99,1434.43,27.7,REFRACTORY,close,
14.355,2589.12,2660.56,1537.35,34.4,REFRACTORY,close,
14.397,2205.67,2694.41,1597.24,38.6,REFRACTORY,close,
14.438,2379.33,2732.65,1664.21,44.5,REFRACTORY,close,
14.497,2296.63,2826.90,1833.72,51.5,REFRACTORY,close,
14.541,2453.18,2908.12,1920.60,58.4,REFRACTORY,close,
14.579,2576.36,2934.44,1934.37,63.9,REFRACTORY,close,
14.637,2389.08,2955.35,1938.48,71.5,REFRACTORY,close,
14.676,2684.10,2969.61,1942.14,74.1,REFRACTORY,close,
14.733,2325.11,3039.97,1982.17,79.8,REFRACTORY,close,
14.775,2743.65,3157.95,2034.54,83.0,REFRACTORY,close,
14.813,2312.66,3328.94,2106.59,86.0,REFRACTORY,close,
14.870,2801.27,3519.05,2236.78,87.9,REFRACTORY,close,
14.911,2430.54,3563.81,2235.63,91.5,REFRACTORY,close,
14.952,2810.87,3468.57,2197.88,92.4,REFRACTORY,close,
15.009,2685.13,3406.17,2181.07,95.4,REFRACTORY,close,
15.049,2432.59,3376.64,2206.84,94.7,REFRACTORY,close,
15.101,2419.07,3343.92,2223.31,91.5,REFRACTORY,close,
15.142,2300.85,3333.57,2181.13,88.6,REFRACTORY,close,
15.195,2440.97,3308.68,2107.44,86.7,REFRACTORY,close,
15.241,2406.01,3323.04,2092.88,86.8,REFRACTORY,close,
15.289,2413.82,3307.56,2067.92,84.9,REFRACTORY,close,
15.329,2373.00,3294.73,2041.13,83.1,REFRACTORY,close,
15.387,2177.92,3288.22,2036.16,81.2,REFRACTORY,close,
15.435,2128.60,3288.97,2002.21,77.6,REFRACTORY,close,
15.476,1888.24,3285.13,1949.09,70.7,REFRACTORY,close,
15.523,1854.27,3286.94,1938.27,66.3,REFRACTORY,close,
15.562,1738.33,3252.83,1925.62,61.8,REFRACTORY,close,
15.619,1681.97,3238.85,1915.78,58.4,REFRACTORY,close,
15.657,1660.28,3239.09,1907.19,57.2,REFRACTORY,close,
15.715,1616.86,3233.60,1885.39,50.9,REFRACTORY,close,
15.755,1656.40,3235.53,1878.25,47.7,REFRACTORY,close,
15.804,1682.72,3239.99,1896.88,46.4,REFRACTORY,close,
15.849,1733.88,3251.51,1881.79,44.8,REFRACTORY,close,
15.896,1735.05,3278.55,1899.98,40.4,REFRACTORY,close,
15.947,1732.00,3290.73,1882.74,36.0,REFRACTORY,close,
16.049,1556.24,3366.70,1906.03,29.3,REFRACTORY,close,
16.087,1488.92,3377.13,1896.56,27.3,REFRACTORY,close,
16.127,1457.60,3382.29,1901.81,25.6,REFRACTORY,close,
16.181,1432.08,3389.33,1904.07,24.9,REFRACTORY,close,
16.228,1340.64,3398.17,1909.21,23.6,REFRACTORY,close,
16.277,1278.62,3422.22,1922.02,17.4,REFRACTORY,close,
16.314,1224.67,3444.85,1932.92,16.5,REFRACTORY,close,
16.373,1145.12,3481.41,1954.43,12.4,REFRACTORY,close,
16.415,1094.20,3522.71,1974.56,11.3,REFRACTORY,close,
16.461,1028.65,3606.60,2004.49,11.1,REFRACTORY,close,
16.510,1007.15,3681.15,2027.44,11.5,IDLE,close,
16.548,943.12,3727.22,2047.72,10.7,IDLE,close,
16.607,954.69,3767.55,2086.58,6.4,IDLE,close,
16.645,902.10,3783.45,2102.75,5.2,IDLE,close,
16.703,924.45,3849.04,2162.30,6.3,IDLE,close,
16.740,892.76,3884.60,2187.99,5.8,IDLE,close,
16.791,917.40,3909.54,2204.80,4.2,IDLE,close,
16.826,916.57,3938.07,2221.65,4.3,IDLE,close,
16.883,926.16,4039.43,2276.63,4.7,IDLE,close,
16.934,911.02,4130.58,2323.01,4.6,IDLE,close,
16.968,900.30,4187.00,2360.60,5.6,IDLE,close,
17.017,924.22,4242.91,2388.14,5.0,IDLE,close,
17.071,894.50,4281.38,2424.57,5.1,IDLE,close,
17.116,952.73,4307.71,2443.62,4.6,IDLE,close,
17.163,948.65,4332.50,2458.35,4.0,IDLE,close,
17.210,989.37,4372.90,2498.84,6.4,IDLE,close,
17.261,1000.90,4490.98,2591.27,6.5,IDLE,close,
17.304,960.05,4523.15,2615.83,7.9,IDLE,close,
17.351,954.87,4613.10,2691.24,8.7,IDLE,close,
17.400,919.93,4626.93,2704.16,8.0,IDLE,close,
17.447,901.53,4629.35,2719.61,5.4,IDLE,close,
17.489,841.59,4640.08,2722.51,5.9,IDLE,close,
17.540,810.65,4676.27,2785.66,4.6,IDLE,close,
17.588,736.35,4681.73,2804.25,6.4,IDLE,close,
17.635,689.94,4678.28,2800.69,7.8,IDLE,close,
17.684,614.43,4663.73,2782.38,10.0,IDLE,close,
17.729,565.39,4666.90,2784.05,8.2,IDLE,close,
17.773,524.60,4652.25,2779.98,6.6,IDLE,close,
17.822,466.87,4648.82,2777.69,4.6,IDLE,close,
17.867,446.29,4655.31,2779.65,5.5,IDLE,close,
17.913,393.27,4652.25,2772.69,7.8,IDLE,close,
17.957,393.77,4656.01,2778.72,4.1,IDLE,close,
18.003,354.02,4648.42,2774.84,4.3,IDLE,close,
18.051,358.60,4654.09,2764.28,3.3,IDLE,close,
18.095,339.73,4654.98,2762.14,6.3,IDLE,close,
18.141,355.48,4657.62,2768.85,4.3,IDLE,close,
18.188,344.21,4655.57,2768.20,6.1,IDLE,close,
18.237,365.66,4656.88,2769.43,5.8,IDLE,close,
18.282,401.55,4652.94,2769.10,5.2,IDLE,close,
18.332,412.92,4660.99,2772.99,4.4,IDLE,close,
18.375,459.31,4672.71,2768.06,3.5,IDLE,close,
18.422,525.31,4684.72,2785.68,2.4,IDLE,close,
18.471,594.94,4689.33,2788.21,3.1,IDLE,close,
18.531,710.45,4693.87,2786.90,2.7,IDLE,close,
18.581,752.62,4698.52,2787.08,2.7,IDLE,close,
18.626,727.98,4704.31,2796.21,4.3,IDLE,close,
18.673,704.80,4710.02,2803.28,4.7,IDLE,close,
18.717,690.71,4720.36,2844.00,4.7,IDLE,close,
18.750,659.51,4722.48,2845.91,5.7,IDLE,close,
18.799,655.10,4722.87,2845.63,6.4,IDLE,close,
18.857,600.18,4718.09,2839.88,6.8,IDLE,close,
18.891,598.03,4719.22,2843.19,5.8,IDLE,close,
18.951,538.90,4721.32,2843.30,6.5,IDLE,close,
18.986,530.75,4714.80,2838.43,7.3,IDLE,close,
19.045,483.78,4636.54,2768.61,11.4,IDLE,close,
19.095,462.26,4630.16,2762.65,10.4,IDLE,close,
19.126,438.52,4607.38,2738.53,12.2,IDLE,close,
19.185,391.84,4599.03,2730.01,8.4,IDLE,close,
19.232,364.41,4604.98,2735.14,6.7,IDLE,close,
19.269,333.73,4603.23,2752.55,3.8,IDLE,close,
19.314,319.29,4610.88,2742.26,3.5,IDLE,close,
19.372,272.54,4628.01,2761.82,4.0,IDLE,close,
19.423,257.44,4609.08,2745.06,4.8,IDLE,close,
19.478,221.10,4613.62,2729.78,9.3,IDLE,close,
19.520,209.94,4570.00,2696.96,12.5,IDLE,close,
19.564,190.29,4499.04,2642.03,14.4,IDLE,close,
19.607,195.17,4399.37,2545.40,16.3,IDLE,close,
19.643,176.89,4325.89,2486.66,19.4,IDLE,close,
19.699,164.39,4301.90,2464.26,19.5,IDLE,close,
19.740,161.60,4165.09,2359.92,23.2,IDLE,close,
19.784,159.80,4061.01,2278.84,28.2,IDLE,close,
19.839,161.63,4022.72,2251.55,30.1,IDLE,close,
19.888,157.26,4009.34,2235.90,29.6,IDLE,close,
19.930,166.35,3915.57,2174.86,34.1,IDLE,close,
19.983,170.33,3903.14,2160.73,34.2,IDLE,close,
20.024,186.40,3891.32,2148.26,35.0,IDLE,close,
20.076,186.67,3883.18,2145.33,35.0,IDLE,close,
20.117,206.31,3882.97,2141.17,34.5,IDLE,close,
20.165,211.15,3883.65,2153.26,33.8,IDLE,close,
20.213,215.72,3879.74,2148.30,32.1,IDLE,close,
20.259,230.42,3874.78,2142.62,32.2,IDLE,close,
20.308,240.55,3866.81,2128.02,32.1,IDLE,close,
20.352,272.20,3856.77,2121.56,30.6,IDLE,close,
20.402,278.14,3853.31,2108.06,29.2,IDLE,close,
20.443,291.61,3849.59,2096.95,27.3,IDLE,close,
20.489,302.71,3850.98,2095.06,26.3,IDLE,close,
20.537,314.74,3867.17,2093.24,24.7,IDLE,close,
20.581,344.36,3884.60,2091.35,23.4,IDLE,close,
20.630,342.79,3907.09,2098.35,21.4,IDLE,close,
20.674,337.28,3903.89,2112.55,20.4,IDLE,close,
20.726,307.56,3927.25,2122.80,18.4,IDLE,close,
20.768,312.90,3947.18,2138.14,17.8,IDLE,close,
20.815,311.22,3965.07,2146.90,16.5,IDLE,close,
20.862,290.62,3979.77,2161.08,16.6,IDLE,close,
20.908,279.60,4010.08,2203.48,13.5,IDLE,close,
21.016,265.47,4096.13,2245.61,7.7,IDLE,close,
21.048,238.34,4109.87,2257.17,6.7,IDLE,close,
21.099,236.58,4150.64,2291.15,5.4,IDLE,close,
21.145,230.48,4174.12,2311.28,4.1,IDLE,close,
21.191,221.39,4188.76,2336.00,5.9,IDLE,close,
21.238,221.17,4202.13,2351.71,6.1,IDLE,close,
21.285,213.00,4205.34,2370.48,5.7,IDLE,close,
21.331,217.70,4244.34,2387.47,5.0,IDLE,close,
21.384,207.44,4266.16,2413.53,4.2,IDLE,close,
21.436,213.43,4299.06,2437.72,4.2,IDLE,close,
21.479,200.19,4332.25,2456.42,4.6,IDLE,close,
21.518,210.49,4354.70,2480.59,5.3,IDLE,close,
21.565,199.02,4379.93,2502.23,3.9,IDLE,close,
21.611,204.21,4428.87,2524.65,4.1,IDLE,close,
21.658,192.76,4454.07,2536.40,4.6,IDLE,close,
21.710,201.02,4487.96,2569.21,4.1,IDLE,close,
