t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
7.778,742.45,4026.56,2245.51,470.6,REFRACTORY,open,
7.816,676.49,4542.62,3671.27,551.3,REFRACTORY,open,
7.875,831.05,1797.65,3525.22,193.0,REFRACTORY,open,
7.911,739.91,2018.47,2580.27,82.9,REFRACTORY,open,
7.967,854.81,1953.95,2319.58,127.7,REFRACTORY,open,
8.006,924.63,1660.96,2473.12,162.2,REFRACTORY,open,
8.047,790.89,1457.16,2624.76,176.4,REFRACTORY,open,
8.105,1114.31,1241.74,2915.50,194.4,REFRACTORY,open,
8.143,938.73,1259.12,3112.82,177.6,REFRACTORY,open,
8.200,1258.49,1320.26,2969.37,128.5,REFRACTORY,open,
8.238,998.12,2276.43,1635.79,102.8,REFRACTORY,open,
8.292,1293.69,4386.99,1040.15,75.8,REFRACTORY,open,
8.331,1047.06,4632.53,1383.66,59.0,REFRACTORY,open,
8.385,1286.80,5487.41,1196.94,47.5,REFRACTORY,open,
8.423,1136.99,5681.04,1275.35,41.6,REFRACTORY,open,
8.482,1239.97,6073.23,1902.98,35.7,REFRACTORY,open,
8.520,1149.78,6261.74,2083.01,30.7,REFRACTORY,open,
8.579,1171.35,6544.92,2289.49,29.1,REFRACTORY,open,
8.616,1212.25,6772.21,2290.61,24.2,REFRACTORY,open,
8.670,1106.08,7358.83,2311.31,20.5,REFRACTORY,open,
8.708,1298.46,7636.04,2420.12,17.0,REFRACTORY,open,
8.763,1040.71,7875.55,2752.11,12.7,REFRACTORY,open,
8.799,1334.85,8059.32,2768.74,6.2,REFRACTORY,open,
8.857,1082.44,8230.44,2850.61,4.2,REFRACTORY,open,
8.897,1360.15,8330.42,2894.97,8.9,REFRACTORY,open,
8.952,1135.60,8420.48,2912.61,16.5,IDLE,open,
8.991,1313.54,8256.03,2749.66,25.4,IDLE,open,
9.043,1175.65,7838.52,2392.02,37.5,IDLE,open,
9.081,1218.35,7528.67,2080.43,46.5,PULSE,open,
9.138,1250.07,7113.23,1726.42,61.0,PULSE,open,
9.176,1169.62,6903.77,1598.29,69.7,PULSE,open,
9.234,1349.38,6868.55,1559.74,71.9,PULSE,open,
9.273,1166.52,6867.28,1524.38,69.4,PULSE,open,
9.325,1390.11,6885.93,1499.96,58.5,PULSE,open,
9.365,1149.89,6919.84,1498.73,53.4,PULSE,open,
9.419,1385.65,7013.87,1557.90,44.1,PULSE,open,
9.461,1133.27,7126.97,1657.09,37.9,PULSE,open,
9.501,1282.87,7210.22,1769.94,34.7,PULSE,open,
9.566,1107.12,7386.04,1979.20,35.6,PULSE,open,
9.610,1329.07,7498.40,2125.27,34.0,PULSE,open,
9.657,1149.15,7622.85,2300.19,30.4,PULSE,open,
9.703,1235.94,7713.46,2431.50,23.5,REFRACTORY,open,open
9.751,1168.29,7847.06,2564.18,14.8,REFRACTORY,open,
9.847,1194.69,8108.61,2691.24,8.0,REFRACTORY,open,
9.900,1093.84,8236.20,2732.92,10.7,REFRACTORY,open,
9.939,1219.09,8297.50,2787.13,16.2,REFRACTORY,open,
9.987,985.97,8329.23,2833.80,21.4,REFRACTORY,open,
10.035,1224.14,8323.07,2759.78,26.1,REFRACTORY,open,
10.082,957.95,8162.70,2653.21,29.5,REFRACTORY,open,
10.128,1207.06,8046.84,2598.56,30.8,REFRACTORY,open,
10.176,975.48,7862.17,2398.77,35.4,REFRACTORY,open,
10.224,1192.08,7617.94,2108.52,45.7,REFRACTORY,open,
10.268,1033.19,7638.59,2099.53,40.2,REFRACTORY,open,
10.316,1109.02,7665.54,2088.61,34.7,REFRACTORY,open,
10.363,1078.05,7702.00,2080.36,32.5,REFRACTORY,open,
10.410,1055.76,7757.92,2095.53,30.2,REFRACTORY,open,
10.458,1179.13,7811.89,2122.89,32.1,REFRACTORY,open,
10.505,1049.25,7730.37,2155.98,38.8,REFRACTORY,open,
10.554,1228.57,7671.64,2187.74,40.9,REFRACTORY,open,
10.594,998.89,7635.92,2179.12,42.1,REFRACTORY,open,
10.644,1253.09,7640.95,2182.63,42.1,REFRACTORY,open,
10.691,1003.11,7683.04,2158.08,40.5,REFRACTORY,open,
10.737,1233.93,7762.86,2135.79,34.9,REFRACTORY,open,
10.786,1045.10,7808.11,2125.69,33.5,REFRACTORY,open,
10.831,1175.61,7796.92,2155.16,28.5,REFRACTORY,open,
10.880,1040.60,7814.49,2209.62,27.0,REFRACTORY,open,
10.923,1098.43,7866.28,2279.81,24.7,REFRACTORY,open,
10.971,1116.47,7932.89,2382.43,22.6,REFRACTORY,open,
11.018,983.94,7990.21,2487.47,22.5,REFRACTORY,open,
11.064,1161.73,8021.18,2565.03,23.1,REFRACTORY,open,
11.113,940.43,8062.72,2623.81,19.2,REFRACTORY,open,
11.159,1198.50,8124.35,2664.00,15.7,REFRACTORY,open,
11.209,941.46,8234.09,2705.75,10.6,REFRACTORY,open,
11.249,1195.93,8333.48,2756.36,7.5,REFRACTORY,open,
11.299,979.28,8416.56,2816.86,5.6,REFRACTORY,open,
11.346,1194.14,8475.04,2868.43,8.0,REFRACTORY,open,
11.392,1046.03,8501.20,2910.03,14.8,REFRACTORY,open,
11.441,1153.58,8326.58,2914.27,21.6,IDLE,open,
11.486,1156.24,8109.69,2722.58,28.4,IDLE,open,
11.536,1160.80,7943.52,2577.58,33.1,IDLE,open,
11.579,1257.20,7831.24,2471.93,37.0,IDLE,open,
11.625,1083.14,7781.81,2423.59,38.3,IDLE,open,
11.671,1336.08,7741.47,2344.46,40.7,PULSE,open,
11.720,1170.90,7683.40,2200.87,43.1,PULSE,open,
11.769,1450.38,7623.90,2057.12,46.7,PULSE,open,
11.815,1144.14,7585.32,1964.31,47.2,PULSE,open,
11.863,920.68,7552.61,1876.82,49.0,PULSE,open,
11.907,803.75,7566.07,1852.48,47.8,PULSE,open,
11.952,843.53,7573.13,1874.50,43.3,PULSE,open,
12.001,797.11,7574.38,1911.50,45.6,PULSE,open,
12.048,749.09,7581.25,1959.38,41.8,PULSE,open,
12.097,670.42,7597.52,2003.15,38.4,PULSE,open,
12.143,618.62,7606.53,2060.59,39.4,PULSE,open,
12.189,515.16,7646.39,2122.18,37.3,PULSE,open,
12.247,491.94,7710.37,2201.40,34.9,PULSE,open,
12.287,422.65,7757.83,2254.69,33.3,PULSE,open,
12.342,430.62,7835.58,2296.42,31.2,PULSE,open,
12.380,379.65,7867.88,2332.89,27.2,PULSE,open,
12.435,401.45,7923.39,2394.63,27.0,PULSE,open,
12.474,357.72,7971.50,2421.75,25.4,PULSE,open,
12.533,377.13,7989.31,2455.55,25.8,PULSE,open,
12.593,330.47,8016.94,2514.82,23.2,REFRACTORY,open,
12.630,363.33,8058.26,2556.32,20.7,REFRACTORY,open,
12.685,329.95,8126.99,2614.52,15.0,REFRACTORY,open,
12.723,356.48,8191.74,2657.98,11.4,REFRACTORY,open,
12.780,333.51,8302.01,2726.15,9.7,REFRACTORY,open,
12.820,353.52,8365.35,2764.85,8.3,REFRACTORY,open,
12.860,374.32,8429.61,2824.72,6.5,REFRACTORY,open,
12.921,366.06,8506.11,2911.51,7.1,REFRACTORY,open,
12.961,412.75,8561.05,2965.06,7.2,REFRACTORY,open,
13.016,413.19,8628.78,3031.04,9.1,REFRACTORY,open,
13.069,497.88,8650.27,3088.60,10.2,REFRACTORY,open,
13.110,491.91,8660.67,3141.45,8.1,REFRACTORY,open,
13.154,544.82,5372.87,1268.94,60.1,REFRACTORY,open,
13.197,867.15,3648.90,2135.98,387.3,REFRACTORY,open,
13.236,726.29,3599.72,2994.79,380.4,REFRACTORY,open,
13.283,888.58,2373.82,2441.52,177.1,REFRACTORY,open,
13.343,671.03,2699.57,1732.20,66.8,REFRACTORY,open,
13.382,926.29,2633.94,1635.04,106.7,REFRACTORY,open,
13.424,924.23,1850.20,1689.97,168.6,REFRACTORY,open,
13.483,1066.26,1357.14,2025.09,220.6,REFRACTORY,open,
13.521,1129.09,1329.12,2361.57,236.4,REFRACTORY,open,
13.577,1136.17,1112.17,2787.92,217.8,REFRACTORY,open,
13.617,1285.07,1053.69,2892.06,174.9,REFRACTORY,open,
13.657,1052.10,1909.15,1572.46,134.7,REFRACTORY,open,
13.719,1320.98,3393.67,932.80,81.9,REFRACTORY,open,
13.764,1058.84,4498.85,1309.19,52.1,REFRACTORY,open,
13.804,1317.35,5107.99,1373.38,32.5,REFRACTORY,open,
13.845,1131.63,5398.55,1620.95,12.3,REFRACTORY,open,
13.904,1354.06,5996.16,2528.13,5.4,REFRACTORY,open,
13.943,1172.29,6327.85,2899.30,10.8,REFRACTORY,open,
13.998,1313.46,6686.57,3010.49,14.3,REFRACTORY,open,
14.038,1285.34,6900.60,2981.18,19.9,REFRACTORY,open,
14.089,1254.03,7432.51,2896.35,21.6,REFRACTORY,open,
14.125,1364.07,7640.76,2886.06,22.6,REFRACTORY,open,
14.181,1143.18,7934.61,3063.34,22.3,REFRACTORY,open,
14.219,1371.77,8165.39,2908.22,20.5,REFRACTORY,open,
14.278,1093.30,8231.79,2792.66,24.7,REFRACTORY,open,
14.315,1340.22,8181.23,2778.91,24.1,REFRACTORY,open,
14.373,1070.24,8145.65,2675.55,26.4,REFRACTORY,open,
14.414,1324.28,8119.48,2602.12,26.4,REFRACTORY,open,
14.465,1103.71,8101.48,2488.63,27.9,REFRACTORY,open,
14.502,1245.11,8095.65,2428.96,29.8,REFRACTORY,open,
14.557,1155.38,7970.78,2207.60,35.2,REFRACTORY,open,
14.595,1173.45,7834.04,2016.77,42.1,REFRACTORY,open,
14.651,1252.02,7629.87,1823.03,48.1,REFRACTORY,open,
14.689,1084.72,7501.57,1718.59,52.5,REFRACTORY,open,
14.744,1302.55,7526.26,1727.16,50.7,REFRACTORY,open,
14.799,1121.62,7529.60,1735.76,48.2,REFRACTORY,open,
14.931,1315.78,7611.92,1934.30,24.0,REFRACTORY,open,
14.986,1053.78,7710.42,2091.22,14.9,REFRACTORY,open,
15.028,1275.92,7843.55,2277.55,11.0,REFRACTORY,open,
15.067,1176.05,7960.05,2457.18,8.0,REFRACTORY,open,
15.115,1181.30,8114.01,2692.88,6.4,REFRACTORY,open,
15.162,1226.72,8220.48,2854.07,7.4,REFRACTORY,open,
15.209,1097.76,8309.05,2981.80,8.7,IDLE,open,
15.250,1254.05,8378.35,3046.85,10.7,IDLE,open,
15.301,997.07,8418.37,2999.46,22.5,IDLE,open,
15.351,1254.98,8152.65,2799.90,28.4,IDLE,open,
15.390,1043.13,7914.91,2584.76,33.9,IDLE,open,
15.443,1302.56,7696.16,2366.67,41.0,PULSE,open,
15.488,1133.80,7544.55,2154.55,46.9,PULSE,open,
15.536,1310.65,7500.26,2050.90,50.5,PULSE,open,
15.582,1265.35,7366.86,1838.81,56.5,PULSE,open,
15.630,1280.61,7360.32,1787.85,52.5,PULSE,open,
15.682,1266.67,7372.61,1754.41,48.0,PULSE,open,
15.720,1185.00,7393.49,1743.69,46.9,PULSE,open,
15.773,1350.92,7452.87,1750.31,44.0,PULSE,open,
15.818,1169.16,7463.13,1800.22,43.8,PULSE,open,
15.867,1375.05,7479.75,1897.86,37.7,PULSE,open,
15.912,1136.33,7516.57,2021.02,35.2,PULSE,open,
15.958,1364.26,7584.69,2140.70,30.5,PULSE,open,
16.009,1105.65,7674.01,2283.16,26.4,PULSE,open,
16.047,1312.44,7778.35,2383.79,21.4,REFRACTORY,open,
16.099,1172.67,7941.69,2475.43,17.4,REFRACTORY,open,
16.145,1298.66,8048.13,2557.14,14.1,REFRACTORY,open,
16.194,1240.43,8108.14,2657.09,13.1,REFRACTORY,open,
16.237,1220.92,8163.64,2746.95,11.0,REFRACTORY,open,
16.285,1283.83,8248.27,2821.96,11.7,REFRACTORY,open,
16.336,1194.10,8366.01,2880.59,9.1,REFRACTORY,open,
16.381,1331.63,8462.62,2916.53,10.2,REFRACTORY,open,
16.427,1103.29,8556.61,2948.80,9.4,REFRACTORY,open,
16.473,1352.06,8584.55,2996.88,8.4,REFRACTORY,open,
16.522,1071.36,8603.70,3067.32,5.3,REFRACTORY,open,
16.567,1362.45,8620.74,3126.28,5.8,REFRACTORY,open,
16.614,1046.22,8648.57,3176.25,2.6,REFRACTORY,open,
16.664,1410.23,5643.25,1352.70,53.0,REFRACTORY,open,
16.711,1578.42,3556.09,2347.99,414.4,REFRACTORY,open,
16.756,1455.43,2427.66,2837.33,274.8,REFRACTORY,open,
16.801,1695.66,2534.67,1516.73,126.0,REFRACTORY,open,
16.851,1456.68,2921.14,1559.12,49.4,REFRACTORY,open,
16.890,1811.09,3157.92,1496.20,89.3,REFRACTORY,open,
16.943,1553.61,2148.89,1485.20,148.5,REFRACTORY,open,
16.987,1982.62,1402.41,1704.42,212.2,REFRACTORY,open,
17.033,1779.17,1343.37,2118.87,242.2,REFRACTORY,open,
17.083,2111.43,1228.96,2508.69,231.2,REFRACTORY,open,
17.129,1953.01,1051.39,2720.28,198.0,REFRACTORY,open,
17.179,2172.22,2219.76,1467.84,155.6,REFRACTORY,open,
17.218,2257.99,3173.88,926.26,118.2,REFRACTORY,open,
17.270,1802.10,4324.59,1091.81,90.6,REFRACTORY,open,
17.320,1999.32,4603.71,1020.04,73.7,REFRACTORY,open,
17.361,1705.03,4795.77,1181.30,70.6,REFRACTORY,open,
17.412,1964.72,5037.91,1774.64,66.7,REFRACTORY,open,
17.457,1657.97,5391.32,2163.20,55.1,REFRACTORY,open,
17.507,1786.26,5695.92,2159.75,47.3,REFRACTORY,open,
17.550,1578.94,5864.18,2180.74,42.2,REFRACTORY,open,
17.598,1533.66,6186.64,2040.71,34.2,REFRACTORY,open,
17.648,1389.94,6644.90,1987.46,29.7,REFRACTORY,open,
17.696,1302.42,7138.24,2029.95,23.3,REFRACTORY,open,
17.736,1416.96,7532.12,2198.83,20.2,REFRACTORY,open,
17.789,1094.55,7791.51,2537.94,14.9,REFRACTORY,open,
17.829,1339.00,7930.68,2669.84,11.4,REFRACTORY,open,
17.884,1029.25,8085.26,2821.02,7.2,REFRACTORY,open,
17.925,1317.62,8172.42,2869.11,7.8,REFRACTORY,open,
17.979,1094.61,8314.82,2951.05,4.9,IDLE,open,
18.022,1331.34,8439.94,3007.93,2.8,IDLE,open,
18.066,1176.22,8585.80,3047.56,3.8,IDLE,open,
18.116,1291.78,8698.08,3097.29,6.6,IDLE,open,
18.174,1166.36,8723.53,3168.56,5.2,IDLE,open,
18.215,1273.37,8737.78,3228.11,6.7,IDLE,open,
18.258,1270.67,8740.11,3266.81,6.4,IDLE,open,
18.315,1200.02,8758.99,3299.95,7.1,IDLE,open,
18.357,1297.87,8767.24,3308.20,6.8,IDLE,open,
18.399,1082.49,8765.97,3306.93,8.0,IDLE,open,
18.438,1364.20,8763.67,3304.63,8.0,IDLE,open,
18.493,1053.64,8749.64,3290.60,7.8,IDLE,open,
18.533,1323.09,8734.29,3275.25,8.2,IDLE,open,
18.587,1142.21,8721.14,3262.11,6.6,IDLE,open,
18.626,1233.74,8719.96,3260.92,7.4,IDLE,open,
18.683,1118.15,8708.47,3249.43,8.0,IDLE,open,
18.723,1174.92,8703.23,3244.19,8.2,IDLE,open,
18.776,1141.93,8699.97,3240.93,7.2,IDLE,open,
18.816,1014.62,8694.74,3235.70,8.6,IDLE,open,
18.869,1155.47,8689.35,3230.32,8.5,IDLE,open,
18.909,932.39,8688.28,3229.24,8.6,IDLE,open,
18.965,1139.47,8651.42,3213.04,12.1,IDLE,open,
19.007,899.64,8619.36,3197.04,13.1,IDLE,open,
19.049,1175.65,8612.31,3189.09,10.9,IDLE,open,
19.101,936.38,8573.97,3162.46,13.4,IDLE,open,
19.141,1130.91,8523.41,3139.63,14.3,IDLE,open,
19.195,995.04,8503.98,3114.60,13.5,IDLE,open,
19.236,1090.60,8502.47,3099.20,13.1,IDLE,open,
19.291,1065.93,8497.10,3074.48,13.8,IDLE,open,
19.330,1059.62,8444.39,3053.95,15.8,IDLE,open,
19.382,1165.27,8413.12,3024.30,15.6,IDLE,open,
19.428,1056.60,8401.51,2999.86,15.5,IDLE,open,
19.479,1226.64,8404.97,2989.10,13.8,IDLE,open,
19.517,944.66,8408.63,2986.54,13.7,IDLE,open,
19.570,1249.82,8408.11,2978.48,12.4,IDLE,open,
19.610,1002.38,8423.85,2985.69,11.2,IDLE,open,
19.667,1221.32,7389.22,2221.94,23.6,IDLE,open,
19.706,1404.98,3466.19,1885.51,328.6,PULSE,open,
19.757,1480.45,3745.41,3119.24,421.1,PULSE,open,
19.807,1475.77,2069.31,2091.33,149.2,PULSE,open,
19.917,1422.84,2978.13,2249.78,36.4,PULSE,open,
19.957,1586.03,2830.33,1869.14,106.5,PULSE,open,
20.001,1513.94,2832.64,1757.31,100.1,PULSE,open,
20.047,1671.33,2045.55,1954.02,155.5,PULSE,open,
20.091,1676.93,1627.30,2041.32,163.6,PULSE,open,
20.135,1759.78,1524.69,2258.31,195.8,PULSE,open,
20.193,1790.04,2885.63,1521.90,129.7,PULSE,open,
20.236,1859.96,3741.18,897.76,134.6,PULSE,open,
20.276,1833.48,4515.09,669.66,80.5,PULSE,open,
20.331,1815.67,4882.77,870.53,105.2,PULSE,open,
20.374,1894.99,4895.54,617.11,90.7,PULSE,open,
20.417,1963.44,5173.76,888.72,87.7,PULSE,open,
20.459,2027.54,5212.66,1164.33,96.9,PULSE,open,
20.507,2034.25,5275.67,1451.18,86.7,PULSE,open,
20.548,2042.68,5275.00,1380.14,56.0,PULSE,open,
20.600,2065.98,5858.41,1679.00,13.3,REFRACTORY,open,open
20.641,2032.65,6187.91,1588.98,23.9,REFRACTORY,open,
20.695,2201.05,6527.77,1828.76,47.0,REFRACTORY,open,
20.745,2197.84,7005.48,1728.18,57.3,REFRACTORY,open,
20.786,1819.88,7112.71,1870.45,60.7,REFRACTORY,open,
20.834,1961.94,7067.57,1933.12,57.0,REFRACTORY,open,
20.876,1918.44,7058.58,1948.94,56.6,REFRACTORY,open,
20.928,2028.62,7123.83,2034.82,55.8,REFRACTORY,open,
20.969,1991.39,7210.15,1892.16,54.5,REFRACTORY,open,
21.021,1855.24,7152.98,1597.51,60.6,REFRACTORY,open,
21.067,1938.77,6872.84,1418.74,67.5,REFRACTORY,open,
