t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
2.362,652.58,3058.88,1289.19,28.0,IDLE,open,
2.407,658.50,3042.13,1251.88,31.8,IDLE,open,
2.442,665.93,3030.76,1235.88,33.0,IDLE,open,
2.500,664.33,3014.31,1202.16,39.4,IDLE,open,
2.550,667.70,3027.41,1144.26,38.1,IDLE,open,
2.645,678.63,3121.75,1045.66,41.2,IDLE,open,
2.677,679.80,3161.53,1022.86,42.1,IDLE,open,
2.719,684.37,3218.16,997.74,43.1,IDLE,open,
2.769,681.26,3341.88,977.60,44.6,IDLE,open,
2.813,695.06,3461.39,973.04,45.6,IDLE,open,
2.862,699.68,3622.05,950.38,46.8,IDLE,open,
2.896,707.30,3749.45,906.34,46.2,IDLE,open,
2.953,719.34,3691.20,838.76,45.2,IDLE,open,
3.004,715.26,3668.70,763.22,42.6,IDLE,open,
3.047,724.33,3667.54,720.61,41.0,IDLE,open,
3.099,717.71,3673.13,639.05,35.5,IDLE,open,
3.141,714.28,3673.92,598.80,31.5,IDLE,open,
3.189,722.22,3661.56,627.87,31.8,IDLE,open,
3.237,705.66,3695.33,605.23,26.5,IDLE,open,
3.281,708.90,3705.73,608.97,22.8,IDLE,open,
3.330,713.49,3712.11,612.50,21.0,IDLE,open,
3.374,702.73,3730.43,621.36,17.5,IDLE,open,
3.425,678.81,3751.66,630.57,14.8,IDLE,open,
3.470,672.45,3776.36,676.03,8.9,IDLE,open,
3.517,683.59,3806.01,697.14,6.0,IDLE,open,
3.566,671.37,3842.79,724.23,2.2,IDLE,open,
3.612,673.22,3856.96,747.02,4.0,IDLE,open,
3.649,652.15,3867.07,768.01,6.0,IDLE,open,
3.691,645.76,3869.92,777.54,8.2,IDLE,open,
3.738,631.23,3836.23,761.22,15.9,IDLE,open,
3.786,615.54,3824.73,747.45,20.6,IDLE,open,
3.831,620.21,3812.20,760.42,26.3,IDLE,open,
3.895,614.12,3788.12,778.41,35.9,IDLE,open,
3.928,634.47,3777.78,795.27,42.7,PULSE,open,
3.988,638.27,3775.73,849.63,51.6,PULSE,open,
4.030,664.56,3659.45,896.43,57.9,PULSE,open,
4.082,682.10,3558.02,965.55,66.0,PULSE,open,
4.125,682.52,3503.96,1040.34,71.4,PULSE,open,
4.173,708.12,3468.76,1107.47,73.7,PULSE,open,
4.221,737.72,3427.90,1119.31,78.9,PULSE,open,
4.266,771.59,3391.84,1151.93,84.8,PULSE,open,
4.313,817.79,3356.99,1184.83,85.4,PULSE,open,
4.358,834.91,3339.39,1205.55,85.1,PULSE,open,
4.407,887.67,3324.29,1228.54,83.9,PULSE,open,
4.451,925.32,3322.44,1252.87,82.7,PULSE,open,
4.499,1000.85,3299.49,1277.98,80.7,PULSE,open,
4.547,1052.27,3220.05,1289.53,72.6,PULSE,open,
4.593,1118.03,3180.75,1281.55,69.2,PULSE,open,
4.641,1123.61,3115.40,1172.78,64.3,PULSE,open,
4.686,1152.28,3077.69,1097.77,56.4,PULSE,open,
4.735,1198.59,3071.08,1006.81,49.5,PULSE,open,
4.779,1268.73,3066.32,952.88,44.0,PULSE,open,
4.827,1321.01,3078.26,909.57,40.3,PULSE,open,
4.887,1360.83,3105.65,844.88,33.5,PULSE,open,
4.916,1356.32,3142.95,812.78,27.5,PULSE,open,
4.969,1274.70,3180.31,811.65,23.3,REFRACTORY,open,open
5.013,1211.09,3219.34,840.05,17.9,REFRACTORY,open,
5.064,1177.27,3270.20,886.20,13.5,REFRACTORY,open,
5.108,1135.88,3310.52,932.72,8.8,REFRACTORY,open,
5.156,1120.33,3359.56,957.08,3.8,REFRACTORY,open,
5.204,1062.37,3393.85,993.82,4.7,REFRACTORY,open,
5.250,1031.01,3426.59,1000.67,6.4,REFRACTORY,open,
5.298,953.29,3444.82,984.55,10.5,REFRACTORY,open,
5.343,921.47,3430.75,965.82,14.4,REFRACTORY,open,
5.393,846.20,3415.39,915.42,17.8,REFRACTORY,open,
5.436,803.65,3412.72,867.76,21.0,REFRACTORY,open,
5.484,749.28,3398.99,845.65,27.2,REFRACTORY,open,
5.532,701.86,3464.03,832.07,29.1,REFRACTORY,open,
5.578,661.02,3492.44,817.11,29.7,REFRACTORY,open,
5.625,600.85,3565.84,796.56,31.9,REFRACTORY,open,
5.670,570.24,3654.78,788.49,31.8,REFRACTORY,open,
5.721,515.70,3741.30,770.64,29.3,REFRACTORY,open,
5.762,498.21,3828.16,759.55,29.5,REFRACTORY,open,
5.811,447.58,3897.94,752.92,28.0,REFRACTORY,open,
5.859,434.76,4002.28,744.01,27.3,REFRACTORY,open,
5.903,404.19,3964.35,705.33,28.8,REFRACTORY,open,
5.951,398.15,3950.49,641.10,23.2,REFRACTORY,open,
5.996,386.30,3951.96,611.43,23.0,REFRACTORY,open,
6.046,378.21,3953.17,589.72,22.3,REFRACTORY,open,
6.090,390.17,3968.62,580.22,19.9,REFRACTORY,open,
6.137,377.81,3973.93,578.91,18.8,REFRACTORY,open,
6.185,392.96,3974.97,577.63,15.9,REFRACTORY,open,
6.230,389.65,3991.72,581.39,9.7,REFRACTORY,open,
6.279,427.47,4021.75,612.77,4.9,REFRACTORY,open,
6.324,411.09,4061.81,649.16,2.3,REFRACTORY,open,
6.374,458.99,4120.94,690.22,2.5,REFRACTORY,open,
6.417,430.91,4149.38,723.52,4.1,REFRACTORY,open,
6.464,471.27,4186.28,771.88,3.2,REFRACTORY,open,
6.511,435.25,4203.05,796.05,4.1,REFRACTORY,open,
6.558,448.78,4214.63,812.06,6.0,REFRACTORY,open,
6.606,409.67,4231.87,837.78,7.9,REFRACTORY,open,
6.653,406.70,4246.79,853.15,9.3,IDLE,open,
6.703,395.83,4245.55,856.52,9.4,IDLE,open,
6.746,360.68,4209.23,814.01,15.0,IDLE,open,
6.792,367.10,4203.99,806.32,14.9,IDLE,open,
6.838,326.89,4207.16,812.18,15.4,IDLE,open,
6.885,349.26,4234.72,821.25,15.8,IDLE,open,
6.938,286.67,4311.57,825.20,17.3,IDLE,open,
6.984,325.42,4324.63,829.68,17.4,IDLE,open,
7.029,260.47,4339.24,837.04,17.8,IDLE,open,
7.072,283.65,4357.23,855.74,18.6,IDLE,open,
7.113,254.58,4328.78,826.01,18.9,IDLE,open,
7.166,244.19,4293.72,787.74,20.4,IDLE,open,
7.210,248.04,4284.21,764.20,19.0,IDLE,open,
7.262,213.44,4287.71,766.88,19.1,IDLE,open,
7.305,236.08,4281.88,769.50,20.2,IDLE,open,
7.358,197.38,4264.98,759.85,19.1,IDLE,open,
7.401,223.46,4254.09,759.03,19.6,IDLE,open,
7.448,174.89,4243.71,754.16,19.5,IDLE,open,
7.491,226.79,4230.73,756.03,19.8,IDLE,open,
7.539,181.42,4223.14,753.91,20.5,IDLE,open,
7.587,217.44,4165.50,754.55,22.9,IDLE,open,
7.676,196.38,4101.54,736.34,25.4,IDLE,open,
7.725,212.84,4053.19,761.98,27.3,IDLE,open,
7.770,214.14,3996.01,764.34,30.2,IDLE,open,
7.818,263.00,3980.55,768.96,31.0,IDLE,open,
7.865,264.23,3864.42,780.31,36.0,IDLE,open,
7.913,382.40,3862.25,792.00,37.8,IDLE,open,
7.960,444.23,3858.34,801.56,37.7,IDLE,open,
8.008,561.24,3859.07,801.06,36.8,IDLE,open,
8.051,566.71,3857.22,768.59,35.2,IDLE,open,
8.099,586.64,3857.07,755.52,34.4,IDLE,open,
8.143,555.98,3846.56,746.66,33.6,IDLE,open,
8.191,552.11,3851.51,737.55,33.0,IDLE,open,
8.240,536.90,3850.63,726.82,32.2,IDLE,open,
8.289,517.52,3851.39,684.42,29.7,IDLE,open,
8.336,510.74,3854.40,638.22,25.5,IDLE,open,
8.377,481.68,3861.39,636.03,25.3,IDLE,open,
8.425,469.86,3862.12,617.15,21.2,IDLE,open,
8.486,448.54,3877.04,616.54,16.6,IDLE,open,
8.534,433.62,3885.70,621.45,16.3,IDLE,open,
8.582,426.14,3899.97,634.17,13.0,IDLE,open,
8.629,411.50,3914.75,630.38,13.7,IDLE,open,
8.677,383.45,3935.07,635.59,10.6,IDLE,open,
8.725,365.51,3947.27,651.68,10.3,IDLE,open,
8.774,323.86,3968.82,672.08,7.7,IDLE,open,
8.816,320.82,3977.51,696.33,7.3,IDLE,open,
8.864,296.10,4014.85,737.75,5.8,IDLE,open,
8.911,293.77,4025.77,759.21,5.6,IDLE,open,
8.957,280.80,4041.35,771.22,5.1,IDLE,open,
9.005,271.28,4075.20,789.63,5.4,IDLE,open,
9.052,271.10,4116.44,804.57,4.2,IDLE,open,
9.101,266.37,4137.39,824.43,4.4,IDLE,open,
9.143,267.59,4158.95,841.71,6.2,IDLE,open,
9.191,259.45,4175.57,856.09,5.6,IDLE,open,
9.252,259.67,4219.64,882.04,6.8,IDLE,open,
9.299,252.98,4285.19,895.52,5.3,IDLE,open,
9.362,261.62,4324.66,900.40,6.4,IDLE,open,
9.408,250.74,4405.04,951.19,5.8,IDLE,open,
9.446,250.53,4479.87,990.26,5.5,IDLE,open,
9.488,254.61,4508.36,991.67,5.6,IDLE,open,
9.549,243.56,4561.62,1036.23,5.1,IDLE,open,
9.590,244.47,4589.43,1042.45,3.6,IDLE,open,
9.630,242.04,4621.04,1070.97,4.8,IDLE,open,
9.674,221.77,4673.24,1112.98,3.5,IDLE,open,
9.735,218.24,4689.26,1160.46,4.3,IDLE,open,
9.777,202.58,4697.21,1162.46,3.7,IDLE,open,
9.818,194.70,4699.58,1164.86,5.9,IDLE,open,
9.861,186.86,4699.78,1140.68,6.7,IDLE,open,
9.921,473.61,4018.89,1010.96,180.4,PULSE,open,
9.970,614.84,4929.06,1858.12,495.9,PULSE,open,
10.015,522.59,3162.47,2350.77,243.0,PULSE,open,
10.052,725.42,2396.37,1895.73,73.5,PULSE,open,
10.107,566.90,2435.28,1934.30,73.5,PULSE,open,
10.143,828.84,2190.35,2201.71,148.6,PULSE,open,
10.203,794.51,2760.73,2404.59,233.5,PULSE,open,
10.248,1154.86,2993.39,3027.89,315.2,PULSE,open,
10.298,1097.05,3223.70,3550.78,333.5,PULSE,open,
10.334,1269.39,3400.43,3743.90,281.1,PULSE,open,
10.389,1275.95,2108.69,3862.71,184.4,PULSE,open,
10.435,1319.42,1452.75,2829.35,117.8,PULSE,open,
10.481,1388.00,850.13,2101.01,64.6,PULSE,open,
10.529,1262.13,727.16,1951.00,27.8,PULSE,open,
10.577,1436.66,887.59,1886.70,8.8,REFRACTORY,close,close
10.624,1231.11,905.89,1871.32,11.6,REFRACTORY,close,
10.667,1436.01,903.14,1768.23,22.1,REFRACTORY,close,
10.715,1205.39,643.90,1744.88,28.6,REFRACTORY,close,
10.761,1427.17,562.12,1758.35,30.9,REFRACTORY,close,
10.808,1227.18,575.31,1714.20,32.3,REFRACTORY,close,
10.857,1421.31,593.17,1688.63,29.5,REFRACTORY,close,
10.894,1365.79,892.14,1847.49,25.7,REFRACTORY,close,
10.949,1378.16,2260.58,2586.18,19.4,REFRACTORY,close,
10.988,1429.14,1840.11,1907.35,15.5,REFRACTORY,close,
11.041,1327.05,1600.71,1575.35,7.5,REFRACTORY,close,
11.086,1459.02,1601.92,1617.51,2.8,REFRACTORY,close,
11.135,1262.45,2103.78,2362.70,6.7,REFRACTORY,close,
11.183,1493.56,2472.36,2469.29,11.5,REFRACTORY,close,
11.230,1204.89,3067.73,2218.25,15.7,REFRACTORY,close,
11.279,1492.01,2919.30,1790.68,18.1,REFRACTORY,close,
11.315,1271.03,2846.89,1465.32,18.0,REFRACTORY,close,
11.371,1449.78,2827.22,1058.13,20.3,REFRACTORY,close,
11.418,1287.04,3141.07,864.77,24.4,REFRACTORY,close,
11.465,1396.22,3627.26,696.93,28.9,REFRACTORY,close,
11.503,1397.99,3928.84,643.89,32.9,REFRACTORY,close,
11.561,1351.63,3850.92,642.55,41.2,REFRACTORY,close,
11.608,1412.51,3736.36,703.66,48.1,REFRACTORY,close,
11.643,1262.52,3734.01,770.51,48.6,REFRACTORY,close,
11.698,1531.02,3691.05,867.93,51.0,REFRACTORY,close,
11.747,1317.41,3655.75,922.50,51.7,REFRACTORY,close,
11.792,1594.01,3616.05,972.85,51.4,REFRACTORY,close,
11.841,1317.34,3577.55,936.11,51.9,REFRACTORY,close,
11.889,1620.15,3532.60,826.34,45.8,REFRACTORY,close,
11.938,1211.99,3519.71,624.67,33.7,REFRACTORY,close,
11.978,1531.42,3534.39,526.53,19.6,REFRACTORY,close,
12.030,1356.91,3575.01,521.07,6.3,REFRACTORY,close,
12.064,1409.08,3561.14,537.17,14.1,REFRACTORY,close,
12.125,1442.26,3466.42,513.80,29.3,REFRACTORY,close,
12.161,1344.92,3418.15,557.09,41.9,REFRACTORY,close,
12.220,1461.86,3414.14,643.25,55.8,REFRACTORY,close,
12.257,1310.35,3420.07,694.21,65.6,REFRACTORY,close,
12.313,1543.87,3462.55,789.49,79.4,REFRACTORY,close,
12.348,1205.50,3512.34,893.50,85.7,REFRACTORY,close,
12.406,1610.16,3580.25,1075.13,92.4,REFRACTORY,close,
12.442,1412.93,3611.82,1159.29,93.8,REFRACTORY,close,
12.502,1659.70,3628.51,1305.63,96.5,REFRACTORY,close,
12.536,1546.81,3574.09,1366.18,91.2,REFRACTORY,close,
12.596,1653.48,3473.91,1442.55,76.9,REFRACTORY,close,
12.748,1491.16,3170.62,1311.63,57.6,REFRACTORY,close,
12.784,1630.26,3106.82,1234.31,56.3,REFRACTORY,close,
12.840,1644.36,3012.87,1072.35,51.0,REFRACTORY,close,
12.889,1664.59,2943.60,912.49,44.9,REFRACTORY,close,
12.927,1725.55,2912.34,787.31,40.9,REFRACTORY,close,
12.982,1571.22,2900.60,692.12,35.0,REFRACTORY,close,
13.025,1752.81,2913.19,651.98,31.2,REFRACTORY,close,
13.072,1522.08,2944.00,707.40,30.0,REFRACTORY,close,
13.122,1765.76,2972.32,777.34,32.5,REFRACTORY,close,
13.167,1378.37,3004.99,833.93,30.9,REFRACTORY,close,
13.215,1775.81,3048.15,904.01,30.0,REFRACTORY,close,
13.260,1486.05,3116.20,942.06,27.2,REFRACTORY,close,
13.309,1663.37,3167.46,983.26,24.9,REFRACTORY,close,
13.359,1517.41,3220.85,1019.64,21.2,REFRACTORY,close,
13.402,1525.77,3261.63,984.51,17.2,REFRACTORY,close,
13.448,1572.65,3273.10,943.98,16.9,REFRACTORY,close,
13.495,1446.03,3306.32,889.18,14.3,REFRACTORY,close,
13.542,1593.28,3411.58,841.71,12.7,REFRACTORY,close,
13.588,1369.71,3537.31,810.99,11.9,REFRACTORY,close,
13.636,1621.68,3614.12,795.64,8.5,IDLE,close,
13.684,1364.94,3672.90,792.82,6.7,IDLE,close,
13.726,1599.05,3734.91,791.10,5.0,IDLE,close,
13.775,1390.87,3770.37,790.71,5.1,IDLE,close,
13.821,1544.31,3820.12,780.05,10.0,IDLE,close,
13.869,1426.61,3884.99,762.45,15.7,IDLE,close,
13.915,1502.62,3940.17,735.85,19.6,IDLE,close,
13.963,1508.56,4012.38,720.60,25.9,IDLE,close,
14.012,1197.58,4030.05,729.05,27.9,IDLE,close,
14.056,1107.36,4022.63,737.12,28.8,IDLE,close,
14.102,1087.91,4038.24,759.32,29.7,IDLE,close,
14.150,1077.41,4060.21,761.08,30.1,IDLE,close,
14.197,1022.96,4022.90,770.55,31.2,IDLE,close,
14.242,919.98,3966.52,788.56,33.3,IDLE,close,
14.291,792.77,3916.63,790.80,34.4,IDLE,close,
14.340,621.03,3864.75,778.37,37.1,IDLE,close,
14.382,537.86,3814.69,773.42,41.1,PULSE,close,
14.430,435.14,3805.05,768.10,40.3,PULSE,close,
14.477,407.51,3768.83,769.04,43.4,PULSE,close,
14.524,374.82,3750.94,778.42,46.1,PULSE,close,
14.569,380.97,3717.04,784.11,48.3,PULSE,close,
14.619,400.06,3695.91,790.59,51.2,PULSE,close,
14.666,407.27,3677.84,808.61,52.1,PULSE,close,
14.713,426.16,3639.10,845.42,57.8,PULSE,close,
14.758,418.78,3604.31,866.62,54.4,PULSE,close,
14.811,437.79,3590.01,899.91,53.9,PULSE,close,
14.847,413.76,3595.47,904.78,50.2,PULSE,close,
14.897,444.81,3604.93,931.16,53.5,PULSE,close,
14.945,413.33,3609.69,926.27,48.0,PULSE,close,
14.988,450.18,3597.28,878.75,44.6,PULSE,close,
15.039,417.93,3576.35,856.14,42.7,PULSE,close,
15.086,448.50,3565.91,786.25,36.8,PULSE,close,
15.131,427.89,3566.75,741.41,33.3,PULSE,close,
15.180,443.84,3572.53,685.67,29.0,PULSE,close,
15.225,457.71,3582.92,665.47,25.4,PULSE,close,
15.274,452.51,3592.01,655.56,22.9,REFRACTORY,open,open
15.322,471.15,3591.88,669.16,20.4,REFRACTORY,open,
15.365,470.71,3598.83,682.79,17.8,REFRACTORY,open,
15.414,498.19,3608.27,684.09,13.3,REFRACTORY,open,
15.458,666.77,3712.96,938.13,147.8,REFRACTORY,open,
15.505,688.64,3818.05,1340.10,248.8,REFRACTORY,open,
15.550,768.69,2437.86,1498.46,90.5,REFRACTORY,open,
15.599,779.16,2453.25,1667.50,108.0,REFRACTORY,open,
15.648,804.38,2541.25,1836.82,134.7,REFRACTORY,open,
15.691,918.71,2587.51,2047.77,138.7,REFRACTORY,open,
15.739,800.83,2654.03,2084.51,110.3,REFRACTORY,open,
15.785,926.53,2113.38,1193.13,62.2,REFRACTORY,open,
15.834,744.60,2003.36,999.16,19.1,REFRACTORY,open,
15.879,911.22,1947.89,950.37,14.2,REFRACTORY,open,
15.927,747.88,1796.07,831.15,25.0,REFRACTORY,open,
15.975,829.88,1791.14,756.46,30.7,REFRACTORY,open,
16.017,718.57,1766.40,726.09,25.0,REFRACTORY,open,
16.067,801.83,1706.31,702.55,27.2,REFRACTORY,open,
16.113,820.88,1680.95,702.15,21.0,REFRACTORY,open,
16.161,871.35,1671.19,652.86,19.4,REFRACTORY,open,
16.206,1075.09,1617.10,692.22,17.8,REFRACTORY,open,
16.254,902.37,1628.67,680.08,17.1,REFRACTORY,open,
16.303,1022.43,1662.86,696.14,12.9,REFRACTORY,open,
16.348,809.41,1736.61,715.46,10.8,REFRACTORY,open,
16.396,963.15,1684.13,750.39,9.8,REFRACTORY,open,
16.442,778.84,2445.80,1370.04,8.5,REFRACTORY,open,
16.489,878.61,2915.05,1136.30,7.6,REFRACTORY,open,
16.534,757.64,2743.92,940.51,8.4,REFRACTORY,open,
16.582,772.50,2863.54,1108.60,8.3,REFRACTORY,open,
16.631,737.45,3034.28,1138.67,8.0,REFRACTORY,open,
16.691,717.20,3156.86,984.37,10.4,REFRACTORY,open,
16.723,736.09,3251.19,883.03,9.0,REFRACTORY,open,
16.784,647.50,3873.53,732.45,4.8,REFRACTORY,open,
16.818,718.03,4092.70,701.59,5.5,REFRACTORY,open,
16.876,568.28,4132.86,761.89,3.4,REFRACTORY,open,
16.911,688.91,4170.13,824.30,3.4,REFRACTORY,open,
16.959,501.80,4220.27,877.31,2.9,IDLE,open,
17.003,653.86,4265.93,881.41,5.8,IDLE,open,
17.059,531.18,4286.73,898.65,7.8,IDLE,open,
17.097,587.46,4387.77,904.44,9.9,IDLE,open,
17.145,526.87,4401.52,902.39,13.1,IDLE,open,
17.206,584.76,4371.47,874.42,17.2,IDLE,open,
17.268,402.85,4245.06,769.73,20.7,IDLE,open,
17.302,520.62,4138.63,709.83,24.4,IDLE,open,
17.363,413.23,4098.73,690.68,26.4,IDLE,open,
17.409,539.84,4039.13,685.93,29.4,IDLE,open,
17.458,451.82,4005.75,689.08,30.6,IDLE,open,
17.516,553.23,3998.39,693.74,30.9,IDLE,open,
17.550,482.14,4000.86,672.91,29.3,IDLE,open,
17.613,507.79,4000.10,623.61,26.4,IDLE,open,
17.711,499.47,4011.48,601.43,21.7,IDLE,open,
17.769,426.88,4016.77,593.17,18.6,IDLE,open,
17.818,552.21,4023.16,593.92,13.5,IDLE,open,
17.862,490.35,4038.65,599.24,9.5,IDLE,open,
17.924,600.58,4070.88,618.56,3.3,IDLE,open,
17.958,564.58,4088.24,632.27,2.8,IDLE,open,
18.017,589.12,4085.77,653.26,5.2,IDLE,open,
18.054,568.18,4087.24,664.81,9.6,IDLE,open,
18.113,534.57,4067.46,684.56,12.5,IDLE,open,
18.149,602.22,4007.25,667.22,18.7,IDLE,open,
18.203,904.75,4231.86,1414.05,389.6,PULSE,open,
18.239,950.89,4106.60,1899.54,391.1,PULSE,open,
18.296,936.48,2836.53,2270.46,177.9,PULSE,open,
18.344,1038.02,2159.03,1894.25,91.9,PULSE,open,
18.378,991.86,2031.06,1670.09,58.8,PULSE,open,
18.435,1283.17,2278.59,1830.25,202.9,PULSE,open,
18.485,1207.24,2639.32,2208.70,237.8,PULSE,open,
18.520,1513.68,2855.51,2474.50,265.5,PULSE,open,
18.577,1361.79,2788.78,2899.74,253.8,PULSE,open,
18.621,1657.92,1973.91,3145.11,192.5,PULSE,open,
18.672,1419.28,1309.46,2314.81,121.7,PULSE,open,
18.707,1517.80,624.81,1556.01,67.0,PULSE,open,
18.763,1478.86,700.78,1444.58,13.4,REFRACTORY,close,close
18.811,1473.63,520.88,1314.43,19.4,REFRACTORY,close,
18.853,1559.93,530.74,1183.47,39.1,REFRACTORY,close,
18.902,1421.54,529.03,1193.13,51.2,REFRACTORY,close,
18.947,1607.35,637.63,1210.13,56.2,REFRACTORY,close,
18.997,1439.23,625.92,1232.22,65.1,REFRACTORY,close,
19.043,1640.67,488.76,1288.03,63.3,REFRACTORY,close,
19.091,1475.73,464.98,1297.11,63.6,REFRACTORY,close,
19.140,1679.12,453.99,1257.42,60.9,REFRACTORY,close,
19.185,1461.22,2429.45,2719.71,58.0,REFRACTORY,close,
19.232,1691.57,2021.28,2045.62,52.1,REFRACTORY,close,
19.279,1541.19,1774.20,1594.11,46.3,REFRACTORY,close,
19.326,1656.51,1572.34,1364.22,45.7,REFRACTORY,close,
19.363,1707.31,1447.37,1253.31,42.1,REFRACTORY,close,
19.421,1788.27,2683.34,2215.94,42.4,REFRACTORY,close,
19.460,1916.09,2952.45,2127.46,43.0,REFRACTORY,close,
19.512,1648.54,3201.46,1871.77,42.3,REFRACTORY,close,
19.558,1708.45,3154.30,1508.48,43.3,REFRACTORY,close,
19.603,1503.54,3095.16,1181.12,41.1,REFRACTORY,close,
19.652,1704.45,3023.21,907.16,39.3,REFRACTORY,close,
19.696,1314.66,3359.95,607.58,29.7,REFRACTORY,close,
19.745,1423.51,3336.55,502.13,17.0,REFRACTORY,close,
19.793,1075.61,3440.52,566.78,7.3,REFRACTORY,close,
19.839,1313.87,3505.29,661.41,19.7,REFRACTORY,close,
19.885,1140.79,3462.29,755.95,36.6,REFRACTORY,close,
19.932,1287.75,3446.08,840.89,53.8,REFRACTORY,close,
19.979,1220.22,3525.88,928.95,65.9,REFRACTORY,close,
20.025,1195.69,3555.85,996.89,76.0,REFRACTORY,close,
20.072,1296.46,3610.07,1091.75,83.9,REFRACTORY,close,
20.120,1179.76,3687.05,1180.43,85.8,REFRACTORY,close,
20.163,1402.15,3677.70,1256.59,80.5,REFRACTORY,close,
20.211,1153.59,3583.43,1298.03,71.1,REFRACTORY,close,
20.256,1447.98,3404.51,1054.14,54.9,REFRACTORY,close,
20.304,1142.25,3352.88,735.74,33.7,REFRACTORY,close,
20.349,1349.29,3337.71,689.75,12.0,REFRACTORY,close,
20.399,1214.45,3218.39,704.57,26.4,REFRACTORY,close,
20.445,1308.26,3122.92,747.62,57.0,REFRACTORY,close,
20.490,1339.66,3113.18,856.77,84.8,REFRACTORY,close,
20.537,1334.12,3139.91,991.68,106.3,REFRACTORY,close,
20.582,1504.68,3204.19,1123.98,124.1,REFRACTORY,close,
20.631,1407.61,3291.37,1257.79,129.6,REFRACTORY,close,
20.678,1634.36,3252.89,1389.14,129.1,REFRACTORY,close,
20.725,1436.29,3177.80,1504.10,123.3,REFRACTORY,close,
20.773,1721.95,3121.18,1607.82,119.0,REFRACTORY,close,
20.817,1489.29,3058.18,1724.03,109.4,REFRACTORY,close,
20.864,1765.07,3020.30,1779.03,100.4,REFRACTORY,close,
20.909,1585.83,2995.67,1743.50,93.6,REFRACTORY,close,
20.959,1763.30,2989.10,1704.49,86.8,REFRACTORY,close,
21.004,1715.38,2962.29,1620.31,77.3,REFRACTORY,close,
21.054,1707.20,2945.98,1467.02,68.3,REFRACTORY,close,
21.101,1830.11,2892.98,1225.20,58.3,REFRACTORY,close,
21.144,1714.98,2745.38,991.97,50.8,REFRACTORY,close,
21.191,1897.56,2620.85,831.75,46.7,REFRACTORY,close,
21.253,1768.73,2498.73,578.48,39.8,REFRACTORY,close,
21.300,1896.72,2451.36,510.82,36.9,REFRACTORY,close,
21.362,1852.54,2449.92,540.35,36.8,REFRACTORY,close,
21.396,1903.80,2545.50,658.03,33.8,REFRACTORY,close,
21.454,1794.51,2732.53,904.95,32.6,REFRACTORY,close,
21.488,1934.43,2823.12,1048.31,31.0,REFRACTORY,close,
21.547,1658.20,3005.76,1274.16,28.1,REFRACTORY,close,
21.582,1862.32,3075.79,1298.72,26.8,REFRACTORY,close,
21.641,1474.86,3128.34,1218.59,20.3,REFRACTORY,close,
21.677,1676.82,3140.58,1176.54,13.7,REFRACTORY,close,
