t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
21.722,1520.64,3178.32,1130.24,7.6,REFRACTORY,close,
21.778,1646.30,3248.21,1067.66,4.9,REFRACTORY,close,
21.827,1492.86,3336.64,1014.28,4.6,REFRACTORY,close,
21.864,1497.30,3357.83,980.67,8.4,REFRACTORY,close,
21.920,1512.70,3387.52,914.80,14.7,IDLE,close,
21.969,1522.84,3427.08,829.22,20.9,IDLE,close,
22.004,1605.81,3467.30,802.54,24.7,IDLE,close,
22.061,1443.68,3574.30,775.77,30.8,IDLE,close,
22.099,1674.57,3638.17,773.67,38.0,IDLE,close,
22.154,1499.93,3684.48,799.83,43.9,PULSE,close,
22.200,1773.59,3715.78,823.89,49.2,PULSE,close,
22.250,1458.00,3783.43,864.51,53.3,PULSE,close,
22.287,1382.74,3721.23,903.78,56.9,PULSE,close,
22.342,1319.44,3648.05,974.07,60.5,PULSE,close,
22.388,1308.96,3599.73,1032.32,62.1,PULSE,close,
22.434,1331.49,3557.17,1095.81,65.9,PULSE,close,
22.481,1251.92,3514.64,1088.79,68.4,PULSE,close,
22.526,1176.83,3468.87,1085.00,72.2,PULSE,close,
22.575,1081.88,3431.99,1088.59,77.1,PULSE,close,
22.623,976.55,3397.56,1087.61,75.1,PULSE,close,
22.767,885.08,3336.50,1127.76,71.9,PULSE,close,
22.801,931.05,3334.27,1148.62,71.8,PULSE,close,
22.854,985.72,3221.43,1011.96,54.0,PULSE,close,
22.900,1019.79,3206.89,990.85,70.4,PULSE,close,
22.950,1068.10,3305.06,1135.11,101.6,PULSE,close,
22.995,1095.12,3320.47,1203.94,123.6,PULSE,close,
23.044,1129.48,3321.33,1371.71,127.4,PULSE,close,
23.087,1164.27,3303.17,1561.13,124.9,PULSE,close,
23.133,1187.66,3209.04,1750.25,119.5,PULSE,close,
23.181,1197.75,2911.80,1601.25,93.1,PULSE,close,
23.227,1205.84,2766.45,1323.53,73.0,PULSE,close,
23.278,1194.78,2623.78,1059.82,58.6,PULSE,close,
23.320,1203.66,2600.97,846.48,44.7,PULSE,close,
23.370,1182.82,2605.97,806.24,34.4,PULSE,close,
23.415,1206.84,2632.71,826.70,30.7,PULSE,close,
23.462,1170.83,2621.81,874.03,27.9,PULSE,close,
23.508,1190.01,2654.42,894.26,24.2,PULSE,close,
23.555,1156.57,2671.57,906.71,24.4,PULSE,close,
23.607,1159.60,2674.65,894.87,25.6,PULSE,close,
23.649,1108.58,2696.15,877.89,23.8,REFRACTORY,open,open
23.698,1120.49,2667.33,811.05,21.1,REFRACTORY,open,
23.742,1067.46,2637.34,772.18,20.6,REFRACTORY,open,
23.789,1073.58,2606.46,738.78,18.6,REFRACTORY,open,
23.836,1093.73,2588.10,706.35,16.1,REFRACTORY,open,
23.882,1088.83,2595.51,713.42,14.8,REFRACTORY,open,
23.931,1096.74,2797.66,983.95,11.3,REFRACTORY,open,
23.976,1064.21,3067.29,1174.69,11.8,REFRACTORY,open,
24.027,1057.40,3127.54,1113.86,8.9,REFRACTORY,open,
24.070,1045.98,3137.06,1038.04,8.7,REFRACTORY,open,
24.116,998.89,3192.83,943.24,7.1,REFRACTORY,open,
24.163,980.01,3360.91,876.17,4.4,REFRACTORY,open,
24.211,952.78,3577.07,836.91,2.3,REFRACTORY,open,
24.262,921.61,3776.49,816.49,2.1,REFRACTORY,open,
24.304,926.47,3978.76,812.69,2.3,REFRACTORY,open,
24.355,872.47,4206.72,833.25,2.8,REFRACTORY,open,
24.399,968.28,4257.85,859.72,2.7,REFRACTORY,open,
24.441,961.13,4301.27,888.69,4.3,REFRACTORY,open,
24.493,962.03,4313.74,915.12,4.6,REFRACTORY,open,
24.536,923.23,4324.60,918.13,4.9,REFRACTORY,open,
24.592,901.06,4342.82,942.27,5.7,REFRACTORY,open,
24.635,829.64,4381.97,952.69,7.3,REFRACTORY,open,
24.678,818.15,4430.21,972.68,6.9,REFRACTORY,open,
24.727,752.51,4456.13,983.87,5.5,REFRACTORY,open,
24.770,700.95,4489.22,999.79,6.4,REFRACTORY,open,
24.820,680.20,4548.57,1040.23,6.9,REFRACTORY,open,
24.865,618.33,4585.22,1052.96,7.1,REFRACTORY,open,
24.913,607.78,4665.22,1105.73,6.3,REFRACTORY,open,
24.958,569.50,4661.89,1106.14,7.0,REFRACTORY,open,
25.010,542.63,4690.53,1145.40,6.5,REFRACTORY,open,
25.056,511.97,4693.91,1133.08,7.0,REFRACTORY,open,
25.099,511.78,4695.13,1124.61,7.9,REFRACTORY,open,
25.147,458.57,4695.83,1128.34,6.3,REFRACTORY,open,
25.191,482.25,4685.20,1058.69,9.5,REFRACTORY,open,
25.245,424.73,4672.73,1055.90,8.9,REFRACTORY,open,
25.289,447.25,4662.13,1053.02,7.6,REFRACTORY,open,
25.340,400.59,4646.52,1045.01,9.5,IDLE,open,
25.386,414.16,4633.18,1038.73,9.0,IDLE,open,
25.429,389.22,4566.05,975.75,12.2,IDLE,open,
25.475,380.86,4548.10,963.47,10.7,IDLE,open,
25.521,367.39,4533.30,957.10,12.1,IDLE,open,
25.567,344.01,4459.54,883.14,13.7,IDLE,open,
25.617,347.10,4434.02,864.26,15.0,IDLE,open,
25.666,317.22,4388.63,828.53,16.1,IDLE,open,
25.711,330.65,4160.70,680.21,18.3,IDLE,open,
25.756,593.74,3328.12,1175.14,232.2,PULSE,open,
25.803,764.87,4355.83,1966.31,465.9,PULSE,open,
25.848,665.65,3558.37,2227.22,290.4,PULSE,open,
25.901,770.60,1956.39,1607.47,47.2,PULSE,open,
25.943,754.31,2015.35,1700.82,63.9,PULSE,open,
25.991,959.48,2217.22,1902.08,181.1,PULSE,open,
26.033,977.45,2610.94,2102.44,217.7,PULSE,open,
26.083,1233.52,2758.69,2592.61,263.4,PULSE,open,
26.129,1286.35,2833.40,3063.54,249.9,PULSE,open,
26.175,1451.91,1977.77,3339.64,192.1,PULSE,open,
26.237,1472.08,1180.77,2120.80,109.6,PULSE,open,
26.273,1566.68,694.87,1409.77,59.0,PULSE,open,
26.319,1580.87,796.59,1292.23,17.4,REFRACTORY,close,close
26.377,1635.26,669.97,1261.88,19.2,REFRACTORY,close,
26.444,1593.19,614.86,1140.93,38.6,REFRACTORY,close,
26.488,1586.51,634.51,1168.12,44.7,REFRACTORY,close,
26.537,1617.27,619.67,1181.30,49.1,REFRACTORY,close,
26.581,1638.93,575.38,1141.39,47.1,REFRACTORY,close,
26.628,1561.01,668.58,1101.74,46.1,REFRACTORY,close,
26.676,1618.30,578.78,1131.56,45.1,REFRACTORY,close,
26.722,1601.79,1006.93,1490.32,42.0,REFRACTORY,close,
26.772,1598.38,2526.89,2322.95,35.5,REFRACTORY,close,
26.817,1620.81,1925.56,1597.22,34.6,REFRACTORY,close,
26.866,1580.70,1422.17,1093.05,32.6,REFRACTORY,close,
26.911,1587.02,1501.98,1146.19,29.9,REFRACTORY,close,
26.957,1507.29,2173.25,1871.63,32.1,REFRACTORY,close,
27.004,1579.62,2456.27,1950.04,29.6,REFRACTORY,close,
27.051,1429.38,2842.60,1789.68,31.7,REFRACTORY,close,
27.104,1501.02,2836.01,1467.91,32.9,REFRACTORY,close,
27.146,1384.83,2803.20,1182.82,37.6,REFRACTORY,close,
27.196,1413.19,2973.03,936.06,41.7,REFRACTORY,close,
27.239,1383.24,3299.73,766.30,45.8,REFRACTORY,close,
27.285,1310.90,3481.49,710.38,49.3,REFRACTORY,close,
27.334,1376.91,3465.55,736.25,51.4,REFRACTORY,close,
27.381,1288.98,3525.63,856.84,48.4,REFRACTORY,close,
27.432,1361.15,3598.79,847.37,43.3,REFRACTORY,close,
27.476,1261.22,3645.33,769.57,36.6,REFRACTORY,close,
27.526,1331.10,3717.27,672.34,26.3,REFRACTORY,close,
27.570,1132.44,3797.82,657.97,15.2,REFRACTORY,close,
27.616,1256.02,3886.03,669.36,5.2,REFRACTORY,close,
27.664,1086.25,3863.70,679.62,4.9,REFRACTORY,close,
27.764,1025.42,3749.94,636.63,18.7,REFRACTORY,close,
27.804,1113.44,3727.45,628.34,19.8,REFRACTORY,close,
27.855,1115.41,3698.69,616.09,18.3,REFRACTORY,close,
27.894,1074.57,3679.79,602.29,14.5,REFRACTORY,close,
27.942,1120.25,3678.85,609.93,9.2,REFRACTORY,close,
27.989,1068.17,3701.36,623.66,3.7,REFRACTORY,close,
28.036,1112.49,3708.97,640.19,11.3,REFRACTORY,close,
28.088,1040.28,3635.85,669.09,27.1,REFRACTORY,close,
28.130,1128.17,3620.39,728.96,34.4,REFRACTORY,close,
28.180,1035.82,3616.17,774.65,40.5,REFRACTORY,close,
28.224,1113.15,3625.42,822.63,42.8,REFRACTORY,close,
28.270,1046.35,3627.42,878.91,48.1,REFRACTORY,close,
28.317,1105.27,3641.48,923.17,50.5,REFRACTORY,close,
28.364,1132.37,3666.60,955.97,51.3,REFRACTORY,close,
28.415,1116.78,3671.30,985.57,48.9,REFRACTORY,close,
28.458,1149.55,3619.85,929.55,47.1,REFRACTORY,close,
28.509,1122.49,3572.52,875.35,47.1,REFRACTORY,close,
28.550,1178.56,3545.58,844.69,48.6,REFRACTORY,close,
28.597,1120.21,3566.11,756.90,41.7,REFRACTORY,close,
28.644,1213.58,3555.31,724.10,38.8,REFRACTORY,close,
28.691,1133.31,3551.59,673.76,33.8,REFRACTORY,close,
28.742,1200.69,3567.11,600.77,26.3,REFRACTORY,close,
28.786,1100.58,3580.65,569.66,16.5,REFRACTORY,close,
28.837,1199.35,3604.02,556.95,5.7,REFRACTORY,close,
28.879,1159.37,3620.32,539.47,9.3,REFRACTORY,close,
28.927,1131.22,3557.11,507.32,22.7,REFRACTORY,close,
28.974,1176.18,3497.75,523.87,35.3,REFRACTORY,close,
29.018,1130.43,3455.62,568.01,44.9,REFRACTORY,close,
29.081,1195.27,3496.13,735.45,54.9,REFRACTORY,close,
29.115,1146.48,3503.77,800.65,60.0,REFRACTORY,close,
29.178,1249.15,3564.49,926.89,70.9,REFRACTORY,close,
29.213,1193.34,3582.44,1005.64,72.2,REFRACTORY,close,
29.262,1334.91,3649.47,1138.58,75.4,REFRACTORY,close,
29.312,1239.62,3690.68,1209.89,74.2,REFRACTORY,close,
29.347,1355.85,3712.41,1230.25,71.3,REFRACTORY,close,
29.407,1291.03,3594.50,1229.25,65.8,REFRACTORY,close,
29.443,1353.11,3534.27,1195.94,62.9,REFRACTORY,close,
29.504,1277.89,3414.54,1110.67,57.6,REFRACTORY,close,
29.543,1370.62,3335.73,1025.03,53.1,REFRACTORY,close,
29.598,1367.29,3260.08,912.08,44.7,REFRACTORY,close,
29.635,1342.14,3225.61,842.96,42.1,REFRACTORY,close,
29.686,1409.27,3181.98,729.90,37.4,REFRACTORY,close,
29.724,1454.54,3168.89,660.69,34.6,REFRACTORY,close,
29.781,1504.03,3164.79,567.47,29.2,REFRACTORY,close,
29.817,1441.77,3177.13,539.89,27.1,REFRACTORY,close,
29.875,1071.65,3189.97,535.28,19.8,REFRACTORY,close,
29.910,1031.92,3233.97,594.51,17.7,REFRACTORY,close,
29.968,1022.08,3299.04,688.66,11.8,REFRACTORY,close,
30.014,973.20,3341.32,728.86,6.9,REFRACTORY,close,
30.052,942.58,3393.26,769.47,5.7,REFRACTORY,close,
30.107,808.14,3452.84,834.76,5.4,REFRACTORY,close,
30.145,696.00,3492.89,899.57,8.2,IDLE,close,
30.201,545.41,3488.80,905.48,12.8,IDLE,close,
30.252,488.01,3491.80,887.06,16.0,IDLE,close,
30.288,439.31,3498.03,850.12,18.3,IDLE,close,
30.341,416.41,3503.60,812.34,24.1,IDLE,close,
30.387,452.88,3552.81,792.00,25.6,IDLE,close,
30.433,465.40,3586.94,782.99,27.8,IDLE,close,
30.485,469.70,3642.65,765.34,26.9,IDLE,close,
30.527,462.68,3697.13,746.69,28.6,IDLE,close,
30.580,463.77,3809.83,738.31,29.1,IDLE,close,
30.616,451.55,3861.46,736.60,29.4,IDLE,close,
30.668,450.79,3947.45,731.15,28.3,IDLE,close,
30.717,437.88,4040.93,734.76,27.7,IDLE,close,
30.763,428.57,4033.63,717.78,24.6,IDLE,close,
30.814,430.03,4010.88,675.75,23.6,IDLE,close,
30.848,416.36,4001.30,644.89,23.0,IDLE,close,
30.907,425.08,4010.97,616.86,20.2,IDLE,close,
30.943,416.50,4000.02,591.70,17.3,IDLE,close,
30.999,431.28,4017.36,582.53,15.7,IDLE,close,
31.035,401.72,4038.54,584.67,13.2,IDLE,close,
31.093,408.95,4048.85,590.60,11.8,IDLE,close,
31.128,389.13,4058.13,603.32,9.5,IDLE,close,
31.185,393.02,4090.17,644.76,7.3,IDLE,close,
31.235,359.57,4114.16,676.24,6.0,IDLE,close,
31.271,360.58,4124.08,684.58,5.4,IDLE,close,
31.326,351.33,4154.30,739.09,6.1,IDLE,close,
31.365,320.52,4176.30,757.13,5.9,IDLE,close,
31.420,323.46,4180.77,776.75,6.6,IDLE,close,
31.469,280.65,4185.47,800.15,6.7,IDLE,close,
31.512,291.58,4184.55,807.46,7.2,IDLE,close,
31.565,255.40,4201.93,838.08,5.9,IDLE,close,
31.609,276.79,4239.26,854.77,5.0,IDLE,close,
31.655,249.96,4259.73,879.39,5.5,IDLE,close,
31.700,269.99,4282.29,893.53,4.8,IDLE,close,
31.750,265.47,4329.57,897.50,6.5,IDLE,close,
31.786,268.48,4343.35,896.37,6.4,IDLE,close,
31.844,257.46,4372.85,919.01,6.7,IDLE,close,
31.894,260.10,4424.01,940.69,6.6,IDLE,close,
31.928,263.13,4484.76,982.70,6.3,IDLE,close,
31.984,257.48,4525.75,1003.05,4.0,IDLE,close,
32.030,277.25,4611.14,1064.35,5.2,IDLE,close,
32.078,294.88,4641.03,1068.30,6.4,IDLE,close,
32.128,331.97,4660.07,1117.06,7.3,IDLE,close,
32.161,312.08,4662.64,1100.35,7.6,IDLE,close,
32.222,336.91,4668.93,1116.61,3.8,IDLE,close,
32.254,323.06,4669.91,1120.01,5.4,IDLE,close,
32.309,335.23,4669.60,1123.53,5.1,IDLE,close,
32.354,305.72,4668.45,1116.55,7.1,IDLE,close,
32.395,300.16,4667.42,1119.47,6.7,IDLE,close,
32.452,276.09,4669.50,1122.53,5.4,IDLE,close,
32.496,277.58,4671.05,1123.31,6.4,IDLE,close,
32.539,247.77,4668.95,1104.04,7.9,IDLE,close,
32.581,242.22,4645.53,1019.47,10.0,IDLE,close,
32.634,199.22,4485.03,867.49,14.2,IDLE,close,
32.737,164.12,4165.21,669.15,24.8,IDLE,close,
32.791,175.87,3990.88,670.98,31.0,IDLE,close,
32.840,151.75,3874.49,684.20,35.9,IDLE,close,
32.892,199.32,3830.64,699.42,38.6,IDLE,close,
32.932,214.38,3805.78,704.93,40.1,PULSE,close,
32.984,284.90,3786.03,714.40,39.0,PULSE,close,
33.020,380.51,3720.36,726.09,44.8,PULSE,close,
33.075,573.18,3365.58,838.34,99.0,PULSE,close,
33.121,588.04,2891.70,1071.44,182.6,PULSE,close,
33.167,547.58,2279.86,1079.04,62.7,PULSE,close,
33.219,706.87,2421.15,1259.09,135.6,PULSE,close,
33.261,590.07,2399.93,1405.73,131.9,PULSE,close,
33.311,818.16,2531.35,1559.55,148.6,PULSE,close,
33.354,651.92,2582.98,1597.35,146.3,PULSE,close,
33.401,863.85,2428.05,1708.42,118.1,PULSE,close,
33.448,668.75,2085.52,1061.61,78.9,PULSE,close,
33.496,806.12,1925.02,560.54,38.7,PULSE,close,
33.545,706.69,1849.74,614.70,10.3,REFRACTORY,open,open
33.588,752.19,1780.82,565.06,26.0,REFRACTORY,open,
33.639,721.54,1756.54,527.55,39.3,REFRACTORY,open,
33.682,712.95,1797.30,545.13,45.5,REFRACTORY,open,
33.727,775.24,1858.83,564.03,47.5,REFRACTORY,open,
33.775,642.14,1768.49,549.27,47.9,REFRACTORY,open,
33.823,796.62,1715.35,547.34,49.8,REFRACTORY,open,
33.873,618.79,1651.36,577.98,52.3,REFRACTORY,open,
33.917,817.07,1620.49,595.93,50.6,REFRACTORY,open,
33.967,649.49,1696.80,605.23,51.8,REFRACTORY,open,
34.010,871.54,1718.35,648.88,50.8,REFRACTORY,open,
34.057,698.52,1900.49,988.98,51.0,REFRACTORY,open,
34.102,840.78,2368.94,1005.15,51.6,REFRACTORY,open,
34.149,752.37,2195.08,864.00,50.1,REFRACTORY,open,
34.203,824.57,2659.82,1377.74,47.7,REFRACTORY,open,
34.243,807.57,2652.99,1419.80,50.0,REFRACTORY,open,
34.294,774.51,2814.50,1422.69,48.0,REFRACTORY,open,
34.338,872.68,2837.89,1265.32,47.0,REFRACTORY,open,
34.384,713.70,2872.60,1070.93,44.7,REFRACTORY,open,
34.431,886.05,3171.82,906.78,43.6,REFRACTORY,open,
34.477,689.80,3498.43,752.38,40.6,REFRACTORY,open,
34.526,908.09,3487.94,696.16,38.9,REFRACTORY,open,
34.572,722.62,3557.85,744.26,35.3,REFRACTORY,open,
34.621,812.06,3631.11,754.35,30.5,REFRACTORY,open,
34.664,631.52,3669.64,731.94,24.7,REFRACTORY,open,
34.710,596.30,3687.11,731.14,20.9,REFRACTORY,open,
34.757,609.92,3698.24,728.07,18.1,REFRACTORY,open,
34.804,465.64,3731.26,743.18,11.8,REFRACTORY,open,
34.855,592.83,3767.29,760.03,6.1,REFRACTORY,open,
34.900,427.56,3799.32,779.69,2.9,REFRACTORY,open,
34.949,599.09,3816.21,793.18,5.6,REFRACTORY,open,
34.992,407.19,3815.79,794.09,10.4,REFRACTORY,open,
35.040,571.03,3813.57,797.32,11.4,REFRACTORY,open,
35.087,405.00,3817.96,790.75,13.3,REFRACTORY,open,
35.134,529.72,3801.59,788.71,14.9,REFRACTORY,open,
35.185,424.34,3795.28,791.73,15.7,REFRACTORY,open,
35.227,489.72,3805.41,787.12,15.6,IDLE,open,
35.277,452.58,3834.47,782.03,15.3,IDLE,open,
35.320,449.95,3851.55,780.17,12.9,IDLE,open,
35.366,516.89,3884.76,773.51,12.9,IDLE,open,
35.413,380.97,3934.10,775.47,11.0,IDLE,open,
35.458,564.57,3995.93,776.57,8.2,IDLE,open,
35.510,385.40,4021.76,791.92,6.0,IDLE,open,
35.553,572.86,4106.57,809.80,4.8,IDLE,open,
35.603,399.50,4196.27,839.03,4.9,IDLE,open,
35.647,556.20,4308.10,877.72,4.5,IDLE,open,
35.694,432.39,4407.43,935.55,4.8,IDLE,open,
35.740,531.13,4447.48,975.77,4.4,IDLE,open,
35.788,487.96,4455.92,956.99,5.4,IDLE,open,
35.838,486.96,4471.02,956.31,3.9,IDLE,open,
35.881,521.09,4475.79,961.42,5.9,IDLE,open,
35.934,423.75,4470.39,957.64,7.1,IDLE,open,
35.976,555.90,4467.01,969.57,7.5,IDLE,open,
36.025,385.80,4472.80,974.18,6.2,IDLE,open,
36.071,570.65,4481.49,985.48,6.1,IDLE,open,
36.117,384.33,4498.95,993.64,5.6,IDLE,open,
36.167,572.10,4515.85,1001.78,6.3,IDLE,open,
36.211,418.92,4533.99,1012.23,4.7,IDLE,open,
36.267,561.34,4563.46,1025.43,4.9,IDLE,open,
36.301,448.34,4612.08,1063.17,4.9,IDLE,open,
36.348,487.65,4637.10,1069.43,4.8,IDLE,open,
36.395,512.79,4678.22,1101.59,4.9,IDLE,open,
36.439,440.85,4688.88,1135.21,6.0,IDLE,open,
36.492,529.95,4693.59,1141.19,5.2,IDLE,open,
36.535,394.41,4693.28,1139.72,5.6,IDLE,open,
36.587,583.19,4692.36,1143.02,5.7,IDLE,open,
36.630,399.15,4689.92,1152.20,6.0,IDLE,open,
36.677,600.01,4685.49,1146.42,6.3,IDLE,open,
36.724,455.30,4684.28,1137.89,6.3,IDLE,open,
36.772,622.20,4680.43,1135.52,6.2,IDLE,open,
36.823,510.55,4682.53,1138.16,4.7,IDLE,open,
36.865,648.72,4678.07,1133.81,5.9,IDLE,open,
36.915,623.85,4681.45,1144.08,4.9,IDLE,open,
36.959,559.25,4687.69,1147.93,4.2,IDLE,open,
37.005,824.54,3266.34,1059.97,82.1,PULSE,open,
37.053,980.24,3713.93,1904.37,396.3,PULSE,open,
37.101,1023.45,4249.57,2482.38,329.4,PULSE,open,
37.151,966.01,2070.33,1801.48,86.9,PULSE,open,
37.190,898.55,1867.79,1439.69,52.5,PULSE,open,
37.244,1067.16,2010.07,1662.52,143.5,PULSE,open,
37.286,964.87,2322.32,1962.28,198.6,PULSE,open,
37.333,1177.26,2652.53,2315.49,255.0,PULSE,open,
37.382,1138.78,3001.95,2703.59,290.1,PULSE,open,
37.427,1232.27,2929.41,3101.25,256.0,PULSE,open,
37.477,1187.55,1984.06,3357.71,181.9,PULSE,open,
37.521,1177.22,1098.13,2392.80,122.9,PULSE,open,
37.571,1229.66,533.07,1478.45,59.2,PULSE,open,
37.616,1226.52,653.28,1344.79,21.6,REFRACTORY,close,close
37.663,1383.85,708.35,1356.96,11.9,REFRACTORY,close,
37.739,1425.73,624.74,1181.59,39.0,REFRACTORY,close,
37.776,1407.11,406.07,1175.72,46.6,REFRACTORY,close,
37.813,1354.34,638.79,1188.43,51.9,REFRACTORY,close,
37.848,1457.09,405.12,1172.19,54.7,REFRACTORY,close,
37.897,1376.52,420.80,1175.79,54.4,REFRACTORY,close,
37.945,1461.74,583.88,1214.25,53.3,REFRACTORY,close,
37.989,1419.78,759.81,1356.64,48.6,REFRACTORY,close,
38.035,1429.69,2376.04,2373.60,42.6,REFRACTORY,close,
38.082,1431.74,1885.91,1683.46,29.8,REFRACTORY,close,
38.130,1406.20,1413.60,1237.77,19.6,REFRACTORY,close,
38.177,1349.06,1544.97,1380.11,10.3,REFRACTORY,close,
38.226,1350.94,2169.31,2058.34,7.4,REFRACTORY,close,
38.273,1416.70,2384.45,2099.00,10.9,REFRACTORY,close,
38.317,1176.42,2842.07,1932.73,20.0,REFRACTORY,close,
38.379,1322.31,2947.41,1529.96,24.0,REFRACTORY,close,
38.415,1190.33,2873.48,1242.94,28.0,REFRACTORY,close,
38.468,1318.42,2958.94,931.17,31.0,REFRACTORY,close,
38.515,1207.39,3267.80,701.33,33.4,REFRACTORY,close,
38.552,1260.96,3468.65,587.37,34.1,REFRACTORY,close,
38.612,1192.50,3393.55,527.98,34.0,REFRACTORY,close,
38.646,1213.44,3384.62,541.11,34.3,REFRACTORY,close,
38.709,1156.71,3497.47,694.54,33.0,REFRACTORY,close,
38.743,1189.05,3546.25,749.04,31.9,REFRACTORY,close,
38.798,1183.61,3604.27,750.28,24.4,REFRACTORY,close,
38.832,1027.24,3646.27,759.62,17.2,REFRACTORY,close,
38.892,1148.80,3727.45,765.03,4.9,REFRACTORY,close,
38.931,1086.84,3764.56,764.12,13.3,REFRACTORY,close,
38.992,1227.67,3869.62,711.18,28.7,REFRACTORY,close,
39.040,1099.82,3819.49,673.77,42.9,REFRACTORY,close,
39.082,1262.75,3691.38,678.23,55.3,REFRACTORY,close,
39.130,1204.32,3587.82,717.60,66.8,REFRACTORY,close,
39.177,1289.79,3556.24,801.67,76.1,REFRACTORY,close,
39.223,1219.77,3537.01,903.95,83.1,REFRACTORY,close,
39.270,1311.43,3524.18,1028.59,87.1,REFRACTORY,close,
39.320,1228.38,3534.84,1186.63,85.2,REFRACTORY,close,
39.368,1346.56,3515.25,1258.80,84.7,REFRACTORY,close,
39.410,1315.55,3483.78,1313.48,83.4,REFRACTORY,close,
39.456,1344.61,3423.92,1357.85,78.8,REFRACTORY,close,
39.503,1400.50,3367.35,1388.36,75.4,REFRACTORY,close,
39.551,1368.23,3289.48,1404.35,69.0,REFRACTORY,close,
39.598,1484.30,3196.22,1307.78,62.6,REFRACTORY,close,
39.649,1312.79,3118.01,1200.94,57.4,REFRACTORY,close,
39.696,1505.59,3063.35,1069.51,51.9,REFRACTORY,close,
39.740,1435.47,3025.71,906.59,45.1,REFRACTORY,close,
39.787,1490.76,2999.61,791.57,39.7,REFRACTORY,close,
39.833,1394.34,2999.28,679.90,33.3,REFRACTORY,close,
39.882,1473.56,3012.28,617.73,27.6,REFRACTORY,close,
39.931,1374.72,3047.84,653.66,24.2,REFRACTORY,close,
39.981,1384.25,3090.16,698.74,20.0,REFRACTORY,close,
40.029,1372.51,3152.28,758.82,14.1,REFRACTORY,close,
40.069,1283.86,3223.16,824.58,9.4,REFRACTORY,close,
40.112,1418.26,3303.55,914.41,6.1,REFRACTORY,close,
40.159,1254.92,3375.06,984.27,2.7,REFRACTORY,close,
40.206,1403.68,3427.73,1017.40,2.8,REFRACTORY,close,
40.253,1295.61,3465.40,1011.63,3.9,IDLE,close,
40.305,1383.24,3468.55,994.76,7.5,IDLE,close,
40.353,1290.15,3483.31,979.98,8.1,IDLE,close,
40.395,1330.96,3475.77,941.18,13.4,IDLE,close,
40.443,1304.66,3507.93,913.17,13.2,IDLE,close,
40.490,1292.57,3508.50,854.20,18.0,IDLE,close,
40.537,1327.26,3566.71,810.06,21.7,IDLE,close,
40.586,1254.57,3623.94,791.68,24.3,IDLE,close,
40.634,1343.01,3671.17,780.76,26.3,IDLE,close,
40.685,1243.36,3740.30,762.49,26.4,IDLE,close,
40.728,1371.62,3819.78,754.16,30.6,IDLE,close,
40.774,1216.72,3918.02,756.41,30.3,IDLE,close,
40.822,1375.17,4026.49,770.47,32.8,IDLE,close,
40.869,1259.24,3996.74,784.09,32.2,IDLE,close,
40.915,1360.16,3922.63,753.76,36.0,IDLE,close,
40.965,1272.53,3906.03,729.24,35.3,IDLE,close,
41.013,1401.59,3888.91,715.89,36.1,IDLE,close,
41.055,1363.46,3867.99,707.15,38.7,IDLE,close,
41.103,1215.75,3873.34,642.22,35.6,IDLE,close,
41.149,1158.75,3652.42,836.08,134.8,PULSE,close,
41.199,1108.95,2688.29,1104.67,163.5,PULSE,close,
41.246,1225.65,2170.21,1222.55,85.0,PULSE,close,
41.297,1158.72,2251.57,1416.47,134.3,PULSE,close,
41.337,1139.42,2547.82,1566.19,146.2,PULSE,close,
41.388,1153.50,2669.69,1814.57,148.6,PULSE,close,
41.433,969.57,2666.38,1985.18,131.2,PULSE,close,
41.480,1009.11,2355.48,1779.17,107.3,PULSE,close,
41.528,776.57,2060.91,1221.95,77.0,PULSE,close,
41.574,921.49,1957.82,843.41,54.7,PULSE,close,
41.625,693.65,1951.48,668.97,35.3,PULSE,close,
41.662,883.47,1943.01,718.68,26.0,PULSE,close,
41.717,743.87,1928.30,747.98,13.2,REFRACTORY,open,open
41.762,864.55,1916.44,781.21,7.5,REFRACTORY,open,
41.810,777.70,1909.20,812.65,5.5,REFRACTORY,open,
41.857,795.39,1905.79,825.10,6.4,REFRACTORY,open,
41.894,830.04,1915.24,845.01,6.5,REFRACTORY,open,
41.955,716.36,1939.13,824.14,5.9,REFRACTORY,open,
41.991,798.29,1825.89,849.32,6.6,REFRACTORY,open,
42.045,630.29,1874.40,835.64,9.2,REFRACTORY,open,
42.093,749.98,1800.90,796.40,11.7,REFRACTORY,open,
42.129,587.46,2197.34,1167.89,8.3,REFRACTORY,open,
42.187,745.47,2664.88,1047.48,9.0,REFRACTORY,open,
42.223,621.78,2544.67,980.27,8.4,REFRACTORY,open,
42.285,761.35,2916.12,1354.18,12.1,REFRACTORY,open,
42.323,651.17,2961.61,1308.17,12.1,REFRACTORY,open,
42.373,720.39,2997.22,1168.55,12.5,REFRACTORY,open,
42.419,696.84,3077.02,1020.36,12.5,REFRACTORY,open,
42.466,694.27,3192.35,922.31,10.4,REFRACTORY,open,
42.513,777.29,3424.37,843.17,10.5,REFRACTORY,open,
42.551,638.88,3670.40,801.65,12.0,REFRACTORY,open,
42.608,802.73,4037.36,788.29,10.5,REFRACTORY,open,
42.656,623.39,4246.05,835.66,8.5,REFRACTORY,open,
42.761,612.68,4497.37,974.43,7.4,REFRACTORY,open,
42.807,780.35,4502.79,984.84,5.8,REFRACTORY,open,
