t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
4.872,881.38,8319.66,2938.37,6.8,REFRACTORY,open,
4.973,859.06,8526.18,3050.19,6.4,REFRACTORY,open,
5.015,843.10,8678.08,3076.15,6.0,REFRACTORY,open,
5.058,825.14,8694.53,3118.50,5.7,REFRACTORY,open,
5.104,850.34,8694.15,3187.65,5.9,REFRACTORY,open,
5.163,816.02,8715.11,3256.07,2.9,REFRACTORY,open,
5.207,839.17,8746.14,3287.10,2.2,REFRACTORY,open,
5.254,807.86,8770.87,3311.83,2.0,REFRACTORY,open,
5.305,841.51,8798.43,3339.39,2.2,REFRACTORY,open,
5.351,805.50,8817.37,3358.33,1.8,REFRACTORY,open,
5.395,842.67,8832.44,3373.40,3.0,REFRACTORY,open,
5.441,812.39,8858.42,3399.38,2.6,REFRACTORY,open,
5.486,826.45,8866.32,3407.28,4.1,REFRACTORY,open,
5.532,816.49,8872.07,3413.03,4.5,REFRACTORY,open,
5.576,805.72,8877.73,3418.69,4.2,REFRACTORY,open,
5.621,827.42,8879.23,3420.19,4.9,REFRACTORY,open,
5.674,790.73,8864.84,3405.80,6.6,REFRACTORY,open,
5.723,818.78,8847.28,3388.24,6.3,REFRACTORY,open,
5.767,774.13,8827.36,3368.32,8.3,REFRACTORY,open,
5.816,801.68,8800.19,3341.15,9.8,REFRACTORY,open,
5.862,754.42,8769.94,3310.90,10.8,REFRACTORY,open,
5.908,772.97,8684.79,3273.49,13.2,REFRACTORY,open,
5.955,725.51,8569.94,3225.97,15.9,REFRACTORY,open,
6.002,744.82,8549.36,3190.06,13.2,REFRACTORY,open,
6.050,715.29,8459.92,3146.36,17.1,REFRACTORY,open,
6.095,706.89,8429.64,3096.63,17.6,REFRACTORY,open,
6.145,690.05,8257.43,3033.46,21.7,REFRACTORY,open,
6.190,662.09,8216.43,2981.29,22.7,REFRACTORY,open,
6.236,672.20,8099.79,2795.88,26.3,REFRACTORY,open,
6.281,625.00,8025.58,2665.06,28.9,REFRACTORY,open,
6.327,655.74,7998.28,2597.66,29.5,REFRACTORY,open,
6.376,601.20,7892.04,2404.06,33.1,REFRACTORY,open,
6.420,641.90,7765.58,2165.34,39.8,REFRACTORY,open,
6.470,610.88,7663.31,2006.84,44.6,REFRACTORY,open,
6.514,629.80,7603.93,1875.86,48.7,REFRACTORY,open,
6.563,622.28,7526.93,1740.82,53.2,REFRACTORY,open,
6.608,615.26,7501.25,1692.05,54.0,REFRACTORY,open,
6.653,640.10,7404.80,1609.18,58.2,REFRACTORY,open,
6.702,615.78,7353.58,1585.92,58.8,REFRACTORY,open,
6.748,654.12,7320.05,1599.81,58.7,REFRACTORY,open,
6.796,624.14,7274.88,1608.28,58.0,REFRACTORY,open,
6.843,657.43,7254.34,1637.45,52.3,REFRACTORY,open,
6.893,619.09,7284.48,1712.76,49.2,REFRACTORY,open,
6.937,655.81,7331.69,1793.11,44.5,REFRACTORY,open,
6.985,624.71,7403.99,1873.78,39.4,REFRACTORY,open,
7.033,649.75,7492.73,1977.34,35.3,REFRACTORY,open,
7.076,626.69,7567.11,2075.57,30.8,REFRACTORY,open,
7.128,643.21,7673.22,2229.29,27.0,REFRACTORY,open,
7.171,635.33,7751.96,2350.51,23.3,REFRACTORY,open,
7.219,637.01,7858.87,2486.28,17.8,REFRACTORY,open,
7.265,647.12,7986.75,2583.88,17.2,REFRACTORY,open,
7.315,620.91,8048.57,2657.39,16.1,REFRACTORY,open,
7.358,643.98,8115.95,2726.70,12.1,REFRACTORY,open,
7.403,586.87,8193.52,2787.52,10.9,REFRACTORY,open,
7.453,641.15,8327.72,2861.76,7.1,IDLE,open,
7.497,587.76,8430.30,2904.41,5.2,IDLE,open,
7.545,655.69,8570.22,2970.05,3.6,IDLE,open,
7.591,647.55,8624.84,3022.09,6.2,IDLE,open,
7.636,635.02,8641.26,3080.80,5.2,IDLE,open,
7.686,640.59,8663.37,3157.10,5.8,IDLE,open,
7.731,616.51,8708.38,3203.70,4.5,IDLE,open,
7.781,591.77,8731.68,3251.00,4.9,IDLE,open,
7.826,562.14,8745.21,3286.68,6.3,IDLE,open,
7.875,531.80,8763.21,3304.17,7.6,IDLE,open,
7.927,514.58,8781.33,3322.29,5.0,IDLE,open,
7.974,481.61,8782.97,3323.93,6.7,IDLE,open,
8.022,458.39,8777.87,3318.83,6.6,IDLE,open,
8.068,429.89,8758.35,3299.31,9.1,IDLE,open,
8.115,391.78,8745.86,3286.82,9.9,IDLE,open,
8.160,385.78,8731.22,3272.18,9.5,IDLE,open,
8.207,338.01,8719.49,3260.45,7.7,IDLE,open,
8.254,330.24,8705.03,3245.99,9.0,IDLE,open,
8.302,299.53,8694.07,3235.03,8.1,IDLE,open,
8.349,282.84,8686.35,3227.31,8.7,IDLE,open,
8.397,256.89,8680.77,3221.73,8.4,IDLE,open,
8.437,237.04,8673.51,3214.48,7.3,IDLE,open,
8.484,221.89,8671.62,3212.58,6.9,IDLE,open,
8.529,207.95,8669.10,3210.06,7.2,IDLE,open,
8.576,187.59,8666.61,3207.57,10.1,IDLE,open,
8.623,168.44,8667.57,3208.53,9.7,IDLE,open,
8.675,178.01,8669.38,3210.34,9.3,IDLE,open,
8.712,165.97,8662.61,3203.57,10.0,IDLE,open,
8.762,177.26,8654.71,3195.67,10.8,IDLE,open,
8.807,159.22,8645.34,3186.30,10.9,IDLE,open,
8.855,166.91,8634.72,3175.68,11.3,IDLE,open,
8.915,158.53,8627.68,3168.64,9.4,IDLE,open,
8.965,171.36,8621.84,3162.80,8.8,IDLE,open,
9.000,158.67,8616.58,3157.54,8.6,IDLE,open,
9.055,165.77,8609.81,3150.77,9.7,IDLE,open,
9.091,159.82,8607.35,3148.32,11.1,IDLE,open,
9.148,159.22,8548.72,3132.40,12.8,IDLE,open,
9.183,166.96,8548.64,3130.52,10.4,IDLE,open,
9.243,540.47,3434.88,1840.05,344.4,PULSE,open,
9.280,587.20,3833.86,3001.21,497.9,PULSE,open,
9.334,622.41,2136.12,3711.35,255.0,PULSE,open,
9.370,703.41,2027.91,2201.64,138.4,PULSE,open,
9.429,780.92,1047.32,2383.58,217.4,PULSE,open,
9.467,994.66,1146.27,2972.30,286.4,PULSE,open,
9.525,1001.71,1122.77,3682.49,282.4,PULSE,open,
9.564,1242.10,1049.17,4072.57,276.2,PULSE,open,
9.616,1094.97,953.26,4687.99,245.1,PULSE,open,
9.655,1405.21,884.21,4852.22,212.2,PULSE,open,
9.711,1187.73,1422.39,2330.44,159.5,PULSE,open,
9.748,1423.91,3156.52,1676.16,123.5,PULSE,open,
9.791,1332.77,3318.38,1868.89,82.5,PULSE,open,
9.855,1469.79,4508.65,2128.82,42.8,PULSE,open,
9.958,1510.31,5975.31,3051.83,3.8,REFRACTORY,close,close
9.998,1366.56,6218.66,3143.41,6.0,REFRACTORY,close,
10.037,1326.62,6454.24,3171.85,10.3,REFRACTORY,close,
10.076,1514.16,6689.40,3091.02,12.9,REFRACTORY,close,
10.115,1259.74,6964.08,3016.70,14.3,REFRACTORY,close,
10.152,1479.59,7366.01,2958.30,16.2,REFRACTORY,close,
10.211,1315.41,7740.11,2960.28,16.6,REFRACTORY,close,
10.249,1444.91,8007.21,3105.36,15.9,REFRACTORY,close,
10.306,1370.90,8319.35,3045.96,17.1,REFRACTORY,close,
10.344,1440.27,8434.48,2985.13,17.9,REFRACTORY,close,
10.399,1506.89,8384.90,2997.81,16.3,REFRACTORY,close,
10.438,1427.04,8382.30,2972.43,17.6,REFRACTORY,close,
10.479,1714.34,8275.18,2921.64,20.4,REFRACTORY,close,
10.536,1490.61,8266.22,2869.78,20.0,REFRACTORY,close,
10.575,1732.82,8203.48,2843.04,22.5,REFRACTORY,close,
10.629,1392.11,8072.59,2654.98,26.7,REFRACTORY,close,
10.666,1678.18,8067.40,2628.52,27.5,REFRACTORY,close,
10.723,1403.56,8074.64,2613.09,26.4,REFRACTORY,close,
10.762,1592.96,8085.16,2600.90,24.3,REFRACTORY,close,
10.816,1470.38,8130.85,2629.51,12.8,REFRACTORY,close,
10.853,1460.15,8182.19,2668.08,7.9,REFRACTORY,close,
10.907,1457.08,8242.54,2692.90,18.2,REFRACTORY,close,
10.956,1386.72,7742.18,2101.75,39.7,REFRACTORY,close,
10.994,1561.97,7253.81,1603.02,56.6,REFRACTORY,close,
11.051,1349.25,6465.03,1186.81,83.1,REFRACTORY,close,
11.091,1589.45,6178.07,1101.22,94.0,REFRACTORY,close,
11.144,1355.60,5662.20,1041.54,111.1,REFRACTORY,close,
11.188,1653.41,5495.83,1061.43,120.0,REFRACTORY,close,
11.234,1498.84,5411.99,1073.31,122.7,REFRACTORY,close,
11.283,1702.68,5393.22,1064.26,120.7,REFRACTORY,close,
11.322,1638.64,5407.69,989.11,116.2,REFRACTORY,close,
11.381,1743.74,5452.14,859.63,103.8,REFRACTORY,close,
11.418,1730.04,5566.23,823.87,88.5,REFRACTORY,close,
11.472,1708.38,5774.27,1009.61,61.6,REFRACTORY,close,
11.512,1781.77,6052.25,1173.47,37.9,REFRACTORY,close,
11.563,1616.64,6448.29,1469.52,11.2,REFRACTORY,close,
11.614,1807.15,6753.92,1750.11,29.3,REFRACTORY,close,
11.653,1512.06,6923.21,1912.74,50.2,REFRACTORY,close,
11.708,1868.44,6792.96,1995.72,75.1,REFRACTORY,close,
11.746,1691.30,6641.05,1962.96,87.2,REFRACTORY,close,
11.800,1924.00,6486.27,1794.88,102.5,REFRACTORY,close,
11.842,1825.14,6252.47,1605.36,113.6,REFRACTORY,close,
11.891,1994.17,5750.31,1344.53,123.8,REFRACTORY,close,
11.940,1961.70,5367.54,1201.96,134.4,REFRACTORY,close,
11.979,2010.73,5124.41,1142.35,141.5,REFRACTORY,close,
12.036,2087.65,5024.99,1082.70,143.0,REFRACTORY,close,
12.075,2043.86,5043.52,996.00,135.6,REFRACTORY,close,
12.130,2223.42,5132.47,1000.24,122.2,REFRACTORY,close,
12.171,2076.26,5255.09,1046.61,113.9,REFRACTORY,close,
12.222,2335.58,5463.59,1117.59,102.5,REFRACTORY,close,
12.260,2126.01,5546.57,1151.94,90.2,REFRACTORY,close,
12.318,2379.68,5677.36,1266.38,71.5,REFRACTORY,close,
12.358,2197.73,5822.08,1363.50,62.3,REFRACTORY,close,
12.413,2375.31,6107.57,1578.41,47.6,REFRACTORY,close,
12.451,2255.58,6307.00,1710.00,44.2,REFRACTORY,close,
12.505,2365.58,6522.78,1793.49,40.4,REFRACTORY,close,
12.542,2327.47,6703.74,1838.16,38.1,REFRACTORY,close,
12.601,2364.02,6965.76,1901.30,38.9,REFRACTORY,close,
12.639,2353.56,7159.07,1980.22,35.1,REFRACTORY,close,
12.681,2180.82,7353.22,2078.40,33.6,REFRACTORY,close,
12.738,2371.75,7521.29,2294.14,31.4,REFRACTORY,close,
12.792,2074.57,7696.23,2473.96,25.9,REFRACTORY,close,
12.846,2147.77,7885.80,2467.91,19.9,REFRACTORY,close,
12.886,1921.28,8030.29,2500.25,14.8,REFRACTORY,close,
12.942,2160.46,8125.90,2593.90,8.3,REFRACTORY,close,
12.981,1904.80,8188.70,2685.70,6.0,REFRACTORY,close,
13.019,2150.94,8262.97,2785.37,5.9,REFRACTORY,close,
13.057,2060.45,8335.19,2849.02,8.6,REFRACTORY,close,
13.103,2024.55,8434.72,2911.68,11.4,IDLE,close,
13.151,2109.08,8506.19,2956.18,13.8,IDLE,close,
13.212,2103.31,8427.91,2966.04,20.3,IDLE,close,
13.261,2061.63,8162.72,2819.69,25.4,IDLE,close,
13.306,1825.97,7837.83,2522.47,35.3,IDLE,close,
13.358,1626.29,7605.38,2279.99,43.5,PULSE,close,
13.400,1586.85,7479.25,2100.99,48.3,PULSE,close,
13.467,1545.25,7349.03,1872.06,54.8,PULSE,close,
13.509,1422.43,7254.45,1745.25,57.4,PULSE,close,
13.558,1325.76,7086.76,1585.28,63.0,PULSE,close,
13.603,1205.05,6994.88,1479.00,65.5,PULSE,close,
13.667,1105.40,6917.02,1369.67,71.6,PULSE,close,
13.707,1021.98,6877.55,1334.50,73.2,PULSE,close,
13.745,1010.52,6852.85,1322.82,72.9,PULSE,close,
13.793,931.84,6865.23,1390.79,72.0,PULSE,close,
13.838,953.40,6880.05,1438.40,72.1,PULSE,close,
13.887,931.82,6905.14,1476.01,70.7,PULSE,close,
13.945,972.35,6886.05,1502.71,71.7,PULSE,close,
13.983,976.11,6852.11,1519.00,72.4,PULSE,close,
14.039,1016.59,6823.95,1568.17,71.6,PULSE,close,
14.077,1036.71,6821.40,1587.14,70.6,PULSE,close,
14.135,1063.32,6854.06,1645.64,66.9,PULSE,close,
14.173,1077.08,6881.24,1671.57,66.5,PULSE,close,
14.214,1063.52,6903.36,1690.48,66.0,PULSE,close,
14.273,1110.01,6937.59,1721.30,63.5,PULSE,close,
14.310,1090.10,6960.62,1722.41,63.6,PULSE,close,
14.369,1143.22,7000.81,1728.84,60.2,PULSE,close,
14.413,1124.28,7046.58,1761.35,59.3,PULSE,close,
14.450,1171.61,7092.77,1780.27,57.9,PULSE,close,
14.494,1180.49,7149.36,1810.48,52.7,PULSE,close,
14.542,1205.68,7222.90,1842.94,51.2,PULSE,close,
14.587,1221.02,7277.51,1862.33,48.8,PULSE,close,
14.634,1219.10,7348.58,1911.72,45.8,PULSE,close,
14.695,1198.65,7489.68,2009.78,35.3,PULSE,close,
14.734,1205.13,7585.32,2100.54,22.4,REFRACTORY,open,open
14.790,1198.01,7744.99,2288.89,15.1,REFRACTORY,open,
14.828,1194.20,7792.96,2371.99,36.7,REFRACTORY,open,
14.869,1190.77,7784.51,2404.41,41.8,REFRACTORY,open,
14.960,1274.21,7835.44,2481.21,17.8,REFRACTORY,open,
14.998,1236.06,7932.71,2508.01,10.2,REFRACTORY,open,
15.036,1277.94,8030.68,2541.73,7.0,REFRACTORY,open,
15.073,1227.77,8164.66,2587.75,6.6,REFRACTORY,open,
15.127,1222.84,8249.54,2664.22,6.9,REFRACTORY,open,
15.179,1137.66,8231.83,2752.65,9.8,REFRACTORY,open,
15.228,1107.38,8212.30,2820.74,22.0,REFRACTORY,open,
15.268,1049.56,8227.29,2843.24,27.5,REFRACTORY,open,
15.311,987.64,8336.63,2857.41,26.6,REFRACTORY,open,
15.363,966.23,8224.89,2817.28,25.5,REFRACTORY,open,
15.402,905.58,8150.02,2791.44,23.6,REFRACTORY,open,
15.453,895.03,8105.08,2781.28,25.4,REFRACTORY,open,
15.503,859.14,8128.00,2762.12,19.6,REFRACTORY,open,
15.551,853.22,8166.07,2756.19,12.5,REFRACTORY,open,
15.589,881.41,8205.93,2765.30,8.2,REFRACTORY,open,
15.640,926.77,8275.17,2790.47,4.2,REFRACTORY,open,
15.697,899.62,8394.73,2819.50,8.1,REFRACTORY,open,
15.731,874.87,8461.40,2852.93,13.0,REFRACTORY,open,
15.790,854.64,8531.93,2926.08,9.9,REFRACTORY,open,
15.840,822.64,8582.32,2996.72,7.9,REFRACTORY,open,
15.888,792.62,8638.12,3043.02,9.8,REFRACTORY,open,
15.936,738.89,8667.96,3098.14,9.5,REFRACTORY,open,
15.972,697.93,8612.00,3141.40,12.8,REFRACTORY,open,
16.009,650.68,8465.15,3151.07,16.1,REFRACTORY,open,
16.058,590.30,8157.02,3016.54,24.7,REFRACTORY,open,
16.105,542.44,8004.45,2812.39,30.4,REFRACTORY,open,
16.152,484.12,7886.21,2635.45,34.1,REFRACTORY,open,
16.200,455.56,7885.91,2596.89,28.3,REFRACTORY,open,
16.244,405.97,7922.56,2596.20,23.2,REFRACTORY,open,
16.295,405.45,7973.93,2603.09,17.3,REFRACTORY,open,
16.344,350.47,8044.33,2628.67,10.5,REFRACTORY,open,
16.395,362.21,8111.04,2660.98,13.0,REFRACTORY,open,
16.434,311.74,8138.48,2664.31,20.7,REFRACTORY,open,
16.482,333.48,8185.56,2680.18,17.2,REFRACTORY,open,
16.530,296.51,8260.18,2708.68,21.8,IDLE,open,
16.578,307.77,8305.25,2767.56,22.1,IDLE,open,
16.621,290.65,8367.90,2796.86,11.8,IDLE,open,
16.676,276.75,8353.85,2838.39,8.1,IDLE,open,
16.716,293.27,8358.86,2881.39,8.0,IDLE,open,
16.761,243.31,8391.16,2961.41,6.4,IDLE,open,
16.813,282.10,8434.35,2990.79,9.4,IDLE,open,
16.858,237.89,8493.82,3004.97,7.2,IDLE,open,
16.910,280.31,8563.15,3033.64,8.5,IDLE,open,
16.950,223.39,8608.53,3071.35,8.6,IDLE,open,
17.006,269.87,8675.80,3108.49,11.1,IDLE,open,
17.043,224.51,8669.30,3143.20,10.6,IDLE,open,
17.103,277.38,8614.99,3180.20,12.6,IDLE,open,
17.150,235.58,8606.40,3182.23,8.7,IDLE,open,
17.212,300.73,8595.31,3173.36,11.4,IDLE,open,
17.246,271.77,8557.33,3157.20,13.9,IDLE,open,
17.295,348.00,8558.48,3149.04,9.2,IDLE,open,
17.339,395.72,8571.56,3143.46,10.3,IDLE,open,
17.388,492.10,8568.35,3135.02,9.6,IDLE,open,
17.431,529.91,8560.12,3129.75,10.3,IDLE,open,
17.477,553.67,8566.93,3122.67,11.0,IDLE,open,
17.527,647.68,8561.90,3118.80,12.4,IDLE,open,
17.571,610.60,8514.13,3111.66,13.4,IDLE,open,
17.635,604.79,8237.86,3072.38,21.0,IDLE,open,
17.696,596.87,8100.31,2904.61,24.9,IDLE,open,
17.731,589.34,8107.84,2885.00,23.0,IDLE,open,
17.788,566.64,8119.44,2846.10,24.4,IDLE,open,
17.823,573.50,8113.94,2813.64,22.2,IDLE,open,
17.881,546.38,8127.65,2774.54,21.9,IDLE,open,
17.932,541.64,8148.20,2751.80,18.1,IDLE,open,
17.970,513.02,8165.87,2734.52,17.8,IDLE,open,
18.024,503.82,8202.30,2723.97,16.2,IDLE,open,
18.059,479.19,8245.41,2729.08,12.0,IDLE,open,
18.117,457.12,8341.98,2748.84,12.2,IDLE,open,
18.152,423.73,8383.68,2787.74,11.4,IDLE,open,
18.210,393.58,8439.87,2856.58,8.2,IDLE,open,
18.260,345.46,8497.72,2918.53,7.5,IDLE,open,
18.296,382.55,8524.94,2962.65,9.5,IDLE,open,
18.352,296.31,8567.02,3026.02,6.5,IDLE,open,
18.389,327.68,8593.50,3074.17,4.5,IDLE,open,
18.446,259.38,8657.39,3147.32,3.0,IDLE,open,
18.480,279.86,8676.52,3188.47,2.9,IDLE,open,
18.526,242.74,8701.60,3239.83,2.6,IDLE,open,
18.572,234.10,8734.00,3275.54,2.5,IDLE,open,
18.618,233.72,8766.64,3307.60,3.7,IDLE,open,
18.667,193.88,8792.78,3333.74,5.2,IDLE,open,
18.714,223.21,8755.45,3327.49,12.0,IDLE,open,
18.773,186.88,8626.44,3294.09,15.6,IDLE,open,
18.823,233.15,8491.70,3256.71,20.1,IDLE,open,
18.857,194.73,8461.25,3224.79,18.3,IDLE,open,
18.916,230.68,8443.36,3166.27,15.5,IDLE,open,
18.949,188.95,8450.35,3143.17,11.3,IDLE,open,
19.007,224.40,8453.53,3115.30,9.2,IDLE,open,
19.056,187.37,8461.38,3088.92,9.1,IDLE,open,
19.090,191.03,8459.58,3060.55,12.8,IDLE,open,
19.152,198.54,7992.03,2717.99,27.9,IDLE,open,
19.187,206.80,7699.17,2384.83,38.4,IDLE,open,
19.246,233.51,7406.88,2007.91,48.9,PULSE,open,
19.281,255.26,7144.26,1726.64,58.6,PULSE,open,
19.334,291.96,6908.54,1575.98,68.1,PULSE,open,
19.373,299.19,6839.82,1522.56,71.5,PULSE,open,
19.429,365.29,6713.24,1392.82,77.3,PULSE,open,
19.466,356.34,6713.26,1362.46,76.5,PULSE,open,
19.520,409.85,6656.67,1273.58,79.7,PULSE,open,
19.570,430.36,6656.79,1227.14,77.6,PULSE,open,
19.609,446.00,6692.13,1217.01,74.4,PULSE,open,
19.663,477.19,6759.27,1312.42,69.1,PULSE,open,
19.699,487.28,6768.17,1403.95,64.6,PULSE,open,
19.755,491.22,6847.56,1618.47,47.2,PULSE,open,
19.791,498.90,6945.02,1711.46,37.4,PULSE,open,
19.849,487.95,7179.82,1914.79,20.5,REFRACTORY,open,open
19.899,479.26,7452.73,2143.79,7.6,REFRACTORY,open,
19.999,444.20,7894.46,2584.71,22.4,REFRACTORY,open,
20.032,448.52,7907.70,2678.39,30.2,REFRACTORY,open,
20.082,423.59,7650.58,2462.61,45.1,REFRACTORY,open,
20.133,466.73,7413.62,1878.75,62.1,REFRACTORY,open,
20.176,466.37,7095.97,1568.27,73.6,REFRACTORY,open,
20.224,515.91,6444.33,1254.45,88.9,REFRACTORY,open,
20.261,524.60,6138.44,1143.79,96.1,REFRACTORY,open,
20.316,565.86,5785.69,1060.92,107.4,REFRACTORY,open,
20.364,597.99,5721.99,1040.46,110.7,REFRACTORY,open,
20.411,635.75,5704.01,979.97,108.3,REFRACTORY,open,
20.461,655.99,5706.35,908.71,104.3,REFRACTORY,open,
20.496,649.00,5742.87,880.37,101.4,REFRACTORY,open,
20.552,711.24,5801.20,959.39,93.7,REFRACTORY,open,
20.590,695.63,5841.53,1054.35,88.5,REFRACTORY,open,
20.644,751.86,5932.02,1190.82,83.4,REFRACTORY,open,
20.691,742.00,6053.75,1329.98,78.8,REFRACTORY,open,
20.739,802.68,6145.35,1393.67,72.4,REFRACTORY,open,
20.789,803.79,6275.87,1494.21,71.5,REFRACTORY,open,
20.822,828.14,6358.25,1551.06,69.9,REFRACTORY,open,
20.879,858.09,6431.09,1567.80,73.7,REFRACTORY,open,
20.916,872.33,6484.21,1574.82,77.7,REFRACTORY,open,
20.971,911.35,6300.83,1546.22,88.7,REFRACTORY,open,
21.018,935.55,6327.36,1470.10,91.1,REFRACTORY,open,
21.064,956.17,6373.24,1427.31,83.1,REFRACTORY,open,
21.114,960.53,6426.75,1435.70,69.6,REFRACTORY,open,
21.158,979.48,6526.61,1471.25,58.7,REFRACTORY,open,
