t_s,dtw_relaxed,dtw_close,dtw_open,env,fsm,gripper,fired
4.452,1204.23,2370.36,1042.31,17.7,IDLE,open,
4.502,1189.80,2431.30,1098.73,17.9,IDLE,open,
4.543,1149.94,2480.34,1142.11,17.3,IDLE,open,
4.595,1137.60,2553.44,1152.81,16.1,IDLE,open,
4.637,1106.19,2558.50,1176.14,16.3,IDLE,open,
4.683,1058.41,2624.98,1194.56,14.8,IDLE,open,
4.732,1006.20,2657.38,1175.00,13.5,IDLE,open,
4.775,945.52,2699.42,1189.82,10.7,IDLE,open,
4.825,950.89,2696.27,1183.47,12.0,IDLE,open,
4.867,890.56,2718.00,1208.79,11.6,IDLE,open,
4.920,872.35,2710.78,1218.35,11.0,IDLE,open,
4.962,844.70,2707.11,1206.04,10.2,IDLE,open,
5.009,821.83,2696.95,1194.55,10.0,IDLE,open,
5.058,804.38,2686.66,1183.83,12.3,IDLE,open,
5.103,741.88,2675.67,1160.51,9.6,IDLE,open,
5.154,755.09,2662.32,1155.67,10.4,IDLE,open,
5.198,715.84,2645.60,1145.00,11.6,IDLE,open,
5.248,719.94,2629.97,1131.92,11.7,IDLE,open,
5.292,675.64,2618.90,1124.33,11.1,IDLE,open,
5.336,689.55,2607.06,1118.96,11.8,IDLE,open,
5.381,659.55,2595.18,1112.56,11.7,IDLE,open,
5.429,648.34,2579.87,1107.53,14.1,IDLE,open,
5.480,634.74,2564.39,1101.85,14.8,IDLE,open,
5.522,623.45,2553.95,1094.87,16.3,IDLE,open,
5.572,632.43,2533.82,1090.85,18.8,IDLE,open,
5.617,597.86,2519.89,1088.20,19.2,IDLE,open,
5.663,628.76,2504.73,1080.40,18.8,IDLE,open,
5.711,607.59,2491.73,1075.51,18.0,IDLE,open,
5.756,642.50,2469.95,1074.94,18.6,IDLE,open,
5.817,621.00,2439.24,1073.93,19.6,IDLE,open,
5.864,652.82,2396.76,1075.25,22.0,IDLE,open,
5.899,637.50,2370.18,1079.86,20.6,IDLE,open,
5.957,662.99,2348.94,1089.39,19.3,IDLE,open,
6.006,643.24,2331.14,1095.50,18.6,IDLE,open,
6.049,662.81,2328.47,1142.95,18.9,IDLE,open,
6.095,662.49,2316.08,1179.15,20.7,IDLE,open,
6.142,670.13,2307.77,1185.52,20.5,IDLE,open,
6.187,677.97,2303.15,1225.99,19.9,IDLE,open,
6.237,711.43,2294.92,1234.62,18.2,IDLE,open,
6.281,743.68,2285.96,1234.11,17.4,IDLE,open,
6.331,723.53,2282.54,1242.84,17.4,IDLE,open,
6.374,746.71,2279.34,1260.11,16.9,IDLE,open,
6.423,731.44,2269.89,1281.99,16.0,IDLE,open,
6.467,742.73,2254.75,1290.38,15.8,IDLE,open,
6.514,717.03,2250.67,1287.14,16.1,IDLE,open,
6.564,717.38,2258.60,1250.01,13.9,IDLE,open,
6.607,707.78,2260.45,1258.63,15.1,IDLE,open,
6.657,672.29,2259.93,1222.03,11.7,IDLE,open,
6.701,651.39,2270.00,1208.23,10.4,IDLE,open,
6.747,610.58,2266.02,1197.33,9.6,IDLE,open,
6.794,626.27,2269.23,1191.58,12.4,IDLE,open,
6.841,584.79,2279.89,1186.79,12.7,IDLE,open,
6.893,572.99,2287.34,1182.06,11.1,IDLE,open,
6.931,523.46,2291.32,1169.59,8.6,IDLE,open,
6.975,520.63,2290.54,1152.26,8.5,IDLE,open,
7.026,473.88,2298.55,1142.87,8.0,IDLE,open,
7.069,458.50,2312.08,1137.36,8.7,IDLE,open,
7.118,436.09,2323.06,1128.69,8.2,IDLE,open,
7.168,406.24,2323.91,1119.78,9.5,IDLE,open,
7.211,386.50,2324.97,1116.94,9.6,IDLE,open,
7.260,361.50,2325.90,1111.27,10.0,IDLE,open,
7.303,349.15,2320.88,1106.14,11.4,IDLE,open,
7.356,316.17,2317.30,1097.43,12.3,IDLE,open,
7.399,313.19,2338.43,1095.31,11.8,IDLE,open,
7.448,278.40,2341.46,1092.80,11.5,IDLE,open,
7.490,274.85,2355.09,1083.82,10.9,IDLE,open,
7.545,243.93,2376.64,1086.68,13.4,IDLE,open,
7.588,245.68,2385.58,1075.55,12.4,IDLE,open,
7.635,217.45,2386.06,1076.10,13.5,IDLE,open,
7.682,204.71,2386.88,1079.52,13.4,IDLE,open,
7.726,192.25,2397.74,1081.04,11.5,IDLE,open,
7.771,176.78,2407.13,1089.54,12.3,IDLE,open,
7.818,173.92,2410.34,1093.98,13.8,IDLE,open,
7.873,153.44,2414.42,1090.86,13.4,IDLE,open,
7.918,153.91,2415.58,1112.13,13.4,IDLE,open,
7.962,136.94,2421.88,1108.78,12.1,IDLE,open,
8.019,138.48,2428.47,1107.44,10.5,IDLE,open,
8.054,124.33,2443.61,1106.43,10.0,IDLE,open,
8.112,131.36,2456.44,1119.49,14.5,IDLE,open,
8.155,113.21,2463.49,1144.03,13.0,IDLE,open,
8.203,131.35,2455.45,1154.14,11.8,IDLE,open,
8.251,107.61,2442.46,1193.69,12.3,IDLE,open,
8.297,121.17,2428.79,1193.27,11.4,IDLE,open,
8.343,113.34,2440.34,1203.25,10.9,IDLE,open,
8.436,104.72,2449.00,1219.07,8.2,IDLE,open,
8.482,96.89,2444.43,1203.56,9.2,IDLE,open,
8.526,95.18,2433.53,1244.15,8.6,IDLE,open,
8.574,85.85,2434.07,1259.36,8.1,IDLE,open,
8.620,92.62,2433.58,1288.06,8.2,IDLE,open,
8.667,76.56,2447.24,1295.27,7.9,IDLE,open,
8.712,79.69,2436.27,1292.50,5.8,IDLE,open,
8.758,85.74,2433.82,1286.88,7.6,IDLE,open,
8.808,79.42,2426.27,1273.37,11.3,IDLE,open,
8.861,87.54,2421.57,1285.24,11.4,IDLE,open,
8.898,78.06,2432.92,1282.76,11.6,IDLE,open,
8.948,98.35,2439.30,1280.28,12.3,IDLE,open,
8.992,78.80,2437.35,1278.79,12.2,IDLE,open,
9.038,83.54,2435.92,1272.43,10.9,IDLE,open,
9.086,76.87,2434.07,1267.07,8.5,IDLE,open,
9.148,85.15,2460.44,1264.88,6.7,IDLE,open,
9.207,71.76,2464.84,1262.02,5.3,IDLE,open,
9.256,87.91,2470.29,1256.86,5.3,IDLE,open,
9.295,72.77,2472.51,1256.17,5.6,IDLE,open,
9.349,80.15,2482.38,1251.24,7.1,IDLE,open,
9.385,81.09,2468.01,1244.03,7.8,IDLE,open,
9.442,91.56,2451.73,1243.90,11.2,IDLE,open,
9.479,105.41,2436.30,1251.90,14.6,IDLE,open,
9.533,121.81,2392.83,1257.22,15.0,IDLE,open,
9.579,133.25,2309.50,1266.73,19.4,IDLE,open,
9.619,139.12,2270.99,1262.53,20.7,IDLE,open,
9.674,154.05,2212.92,1278.41,23.7,IDLE,open,
9.725,155.27,2176.42,1293.68,27.5,IDLE,open,
9.762,172.92,2167.65,1271.80,28.4,IDLE,open,
9.814,173.65,2148.52,1239.35,30.5,IDLE,open,
9.859,188.64,2139.74,1239.78,32.4,IDLE,open,
9.908,185.32,2118.98,1228.47,31.2,IDLE,open,
9.957,188.29,2103.80,1223.02,28.4,IDLE,open,
10.003,191.78,2096.16,1218.94,25.0,IDLE,open,
10.051,190.25,2114.18,1225.74,18.8,IDLE,open,
10.085,163.60,2116.34,1226.70,13.9,IDLE,open,
10.135,150.66,2128.07,1215.10,8.1,IDLE,open,
10.183,147.23,2143.00,1211.42,3.4,IDLE,open,
10.231,137.07,2149.85,1204.98,4.3,IDLE,open,
10.277,142.34,2132.17,1192.36,9.7,IDLE,open,
10.324,134.89,2114.60,1188.93,16.3,IDLE,open,
10.379,143.57,2108.01,1190.87,20.9,IDLE,open,
10.415,143.30,2101.64,1194.43,21.4,IDLE,open,
10.464,154.34,2095.98,1194.40,24.0,IDLE,open,
10.511,150.29,2105.28,1201.78,21.5,IDLE,open,
10.558,146.85,2121.38,1203.64,14.5,IDLE,open,
10.606,136.21,2136.96,1187.00,8.4,IDLE,open,
10.652,133.41,2146.94,1173.16,7.3,IDLE,open,
10.706,142.17,2152.74,1167.39,14.0,IDLE,open,
10.746,147.31,2139.24,1165.72,20.9,IDLE,open,
10.791,152.05,2124.01,1173.29,25.0,IDLE,open,
10.838,173.36,2128.69,1190.85,33.5,IDLE,open,
10.891,178.80,2144.42,1209.76,40.6,PULSE,open,
10.934,213.85,2154.72,1233.57,48.1,PULSE,open,
10.978,220.94,2172.00,1267.75,52.3,PULSE,open,
11.029,252.54,2164.77,1302.07,53.2,PULSE,open,
11.071,258.72,2168.72,1334.18,52.4,PULSE,open,
11.118,287.99,2166.20,1355.29,53.7,PULSE,open,
11.166,298.46,2141.41,1340.73,51.3,PULSE,open,
11.211,327.76,2135.96,1311.12,48.3,PULSE,open,
11.261,410.74,2203.92,1346.12,74.2,PULSE,open,
11.304,973.31,2735.53,1919.62,596.4,PULSE,open,
11.355,778.70,3027.14,2237.63,449.6,PULSE,open,
11.406,1199.07,2855.98,2403.59,252.4,PULSE,open,
11.447,875.60,1787.80,2406.64,149.4,PULSE,open,
11.505,1309.57,1656.49,2004.17,99.6,PULSE,open,
11.543,1150.68,1763.73,2266.96,194.6,PULSE,open,
11.584,1267.08,1994.48,2264.12,262.5,PULSE,open,
11.645,1375.32,2201.55,2779.21,275.0,PULSE,open,
11.686,1434.29,2392.78,2595.73,238.0,PULSE,open,
11.724,1736.98,1990.18,2457.80,181.1,PULSE,open,
11.774,1387.25,1557.34,2503.67,118.3,PULSE,open,
11.829,1757.62,1214.96,1745.84,65.5,PULSE,open,
11.869,1390.16,828.86,1548.81,36.6,PULSE,open,
11.923,1789.28,721.45,1527.79,20.2,REFRACTORY,close,close
11.964,1375.55,663.20,1459.37,14.1,REFRACTORY,close,
12.017,1701.46,658.25,1407.79,8.8,REFRACTORY,close,
12.056,1458.35,755.19,1329.39,7.0,REFRACTORY,close,
12.112,1615.69,687.16,1363.94,5.5,REFRACTORY,close,
12.150,1559.82,829.04,1313.75,5.6,REFRACTORY,close,
12.202,1510.06,771.80,1318.80,4.7,REFRACTORY,close,
12.246,1587.98,877.61,1302.29,4.1,REFRACTORY,close,
12.291,1322.37,880.24,1357.35,3.9,REFRACTORY,close,
12.335,1706.44,851.11,1385.56,3.6,REFRACTORY,close,
12.389,1309.35,818.44,1408.52,4.4,REFRACTORY,close,
12.435,1719.69,779.94,1401.68,2.4,REFRACTORY,close,
12.480,1307.47,673.03,1353.41,3.7,REFRACTORY,close,
12.523,1662.18,659.72,1334.13,3.9,REFRACTORY,close,
12.574,1375.51,657.89,1325.96,4.3,REFRACTORY,close,
12.619,1630.82,643.08,1322.48,8.0,REFRACTORY,close,
12.670,1406.74,643.34,1332.12,13.5,REFRACTORY,close,
12.714,1542.95,760.37,1310.49,18.5,REFRACTORY,close,
12.764,1529.89,802.32,1339.49,27.7,REFRACTORY,close,
12.806,1398.79,1057.07,1360.81,27.3,REFRACTORY,close,
12.852,1739.25,1138.83,1417.38,27.1,REFRACTORY,close,
12.900,1356.22,1233.68,1490.33,27.9,REFRACTORY,close,
12.946,1758.96,1195.78,1534.58,23.5,REFRACTORY,close,
12.992,1366.34,1160.36,1515.03,18.2,REFRACTORY,close,
13.053,1757.10,1322.30,1463.03,15.1,REFRACTORY,close,
13.114,1437.23,1191.52,1406.58,8.8,REFRACTORY,close,
13.154,1762.16,1294.06,1432.38,6.4,REFRACTORY,close,
13.198,1358.94,1230.72,1476.56,5.6,REFRACTORY,close,
13.254,1761.27,1884.24,2197.77,6.4,REFRACTORY,close,
13.295,1380.31,2834.31,2152.07,7.2,REFRACTORY,close,
13.335,1628.65,2616.68,1742.37,6.8,REFRACTORY,close,
13.443,1703.29,1805.13,1070.89,5.4,REFRACTORY,close,
13.485,1530.61,2183.90,1540.15,4.0,REFRACTORY,close,
13.526,1489.37,3438.12,2072.63,2.7,REFRACTORY,close,
13.585,1559.25,3214.73,1889.60,4.1,REFRACTORY,close,
13.628,1457.66,2990.35,1681.74,9.3,REFRACTORY,close,
13.676,1659.68,2709.35,1467.17,14.3,IDLE,close,
13.719,1362.27,2539.27,1330.38,19.0,IDLE,close,
13.760,1764.06,2384.94,1219.13,18.6,IDLE,close,
13.806,1366.19,2291.10,1155.82,17.6,IDLE,close,
13.867,1756.44,2241.41,1120.77,16.1,IDLE,close,
13.913,1343.20,2222.11,1223.91,13.3,IDLE,close,
13.958,1738.77,2220.82,1225.89,11.4,IDLE,close,
14.002,1364.67,2224.85,1216.38,7.9,IDLE,close,
14.047,1607.50,2226.16,1200.90,6.2,IDLE,close,
14.091,1537.30,2251.47,1189.16,6.0,IDLE,close,
14.135,1390.66,2261.88,1180.05,8.1,IDLE,close,
14.185,1641.01,2272.82,1166.55,7.8,IDLE,close,
14.230,1326.55,2286.17,1162.10,7.2,IDLE,close,
14.280,1712.44,2294.10,1143.70,7.4,IDLE,close,
14.322,1321.24,2287.35,1120.48,6.6,IDLE,close,
14.376,1717.68,2286.24,1100.38,6.2,IDLE,close,
14.420,1338.99,2274.07,1078.74,7.7,IDLE,close,
14.465,1692.24,2272.35,1064.79,5.6,IDLE,close,
14.507,1412.85,2260.16,1058.99,3.2,IDLE,close,
14.560,1548.86,2259.90,1044.60,4.5,IDLE,close,
14.603,1482.86,2268.69,1036.15,3.5,IDLE,close,
14.647,1398.53,2293.95,1026.87,3.1,IDLE,close,
14.699,1570.86,2337.97,1006.61,9.0,IDLE,close,
14.743,1364.22,2439.66,999.44,8.4,IDLE,close,
14.788,1757.87,2423.49,1001.95,8.5,IDLE,close,
14.841,1340.92,2414.38,1015.42,3.6,IDLE,close,
14.884,1748.33,2404.07,1018.48,2.9,IDLE,close,
14.949,1367.22,2394.36,1170.99,4.7,IDLE,close,
14.995,1655.24,2380.43,1207.95,8.2,IDLE,close,
15.038,1282.05,2350.93,1263.50,12.5,IDLE,close,
15.084,1680.54,2340.33,1269.27,17.7,IDLE,close,
15.126,1329.72,2320.43,1281.98,22.6,IDLE,close,
15.170,1494.16,2276.00,1291.48,25.2,IDLE,close,
15.213,1422.61,2240.71,1291.10,29.3,IDLE,close,
15.274,1512.23,2219.08,1305.07,32.2,IDLE,close,
15.316,1382.84,2187.42,1283.81,37.5,IDLE,close,
15.358,1060.68,2169.34,1256.67,34.5,IDLE,close,
15.401,1033.76,2167.90,1246.46,38.2,IDLE,close,
15.448,826.27,2159.10,1226.29,37.9,IDLE,close,
15.494,840.44,2147.96,1207.05,34.8,IDLE,close,
15.546,820.04,2149.42,1199.87,37.7,IDLE,close,
15.589,761.54,2143.25,1186.48,36.6,IDLE,close,
15.635,649.38,2139.40,1178.56,37.3,IDLE,close,
15.680,519.28,2130.12,1173.80,37.3,IDLE,close,
15.732,440.45,2109.07,1150.08,32.9,IDLE,close,
15.775,354.66,2090.46,1155.52,31.0,IDLE,close,
15.820,330.73,2071.12,1147.49,27.9,IDLE,close,
15.871,292.44,2063.55,1184.48,24.1,IDLE,close,
15.916,298.37,2062.49,1205.34,23.3,IDLE,close,
15.960,289.16,2061.08,1219.45,24.5,IDLE,close,
16.010,288.37,2072.11,1224.32,19.4,IDLE,close,
16.058,288.87,2078.37,1228.20,16.7,IDLE,close,
16.101,275.71,2080.65,1231.04,16.0,IDLE,close,
16.147,272.01,2083.02,1180.19,13.3,IDLE,close,
16.194,258.71,2088.41,1143.47,11.1,IDLE,close,
16.247,251.03,2098.29,1116.00,8.5,IDLE,close,
16.301,246.23,2106.60,1096.84,8.3,IDLE,close,
16.359,244.35,2114.19,1083.05,8.1,IDLE,close,
16.403,235.26,2120.17,1072.36,9.3,IDLE,close,
16.455,238.45,2124.28,1058.33,8.6,IDLE,close,
16.499,219.67,2118.71,1046.93,7.4,IDLE,close,
16.544,232.83,2116.15,1028.56,7.2,IDLE,close,
16.590,213.35,2111.99,1010.09,7.2,IDLE,close,
16.635,228.81,2106.97,992.29,7.0,IDLE,close,
16.683,210.96,2102.51,975.93,5.7,IDLE,close,
16.728,225.68,2111.58,964.41,5.6,IDLE,close,
16.770,214.41,2121.48,955.48,5.6,IDLE,close,
16.817,199.86,2120.13,947.34,6.6,IDLE,close,
16.861,196.59,2110.54,929.20,8.7,IDLE,close,
16.905,174.19,2100.85,910.40,8.8,IDLE,close,
16.953,183.02,2089.38,889.38,8.5,IDLE,close,
17.007,162.60,2089.11,874.60,9.0,IDLE,close,
17.049,176.39,2127.64,858.47,6.3,IDLE,close,
17.093,160.76,2178.99,855.05,9.8,IDLE,close,
17.144,186.49,2220.10,855.55,12.5,IDLE,close,
17.187,173.24,2297.61,883.99,12.7,IDLE,close,
17.229,177.01,2345.90,919.26,11.9,IDLE,close,
17.275,184.62,2385.28,954.01,12.8,IDLE,close,
17.319,170.63,2405.08,962.98,13.2,IDLE,close,
17.366,189.92,2409.34,972.26,12.5,IDLE,close,
17.416,174.70,2412.14,973.23,11.8,IDLE,close,
17.473,197.45,2418.74,973.28,11.7,IDLE,close,
17.513,192.62,2447.54,1003.06,13.0,IDLE,close,
17.554,199.29,2449.25,996.93,12.6,IDLE,close,
17.611,187.70,2430.55,998.63,11.6,IDLE,close,
17.652,196.71,2432.71,1001.05,12.7,IDLE,close,
17.704,187.63,2425.79,998.07,13.4,IDLE,close,
17.741,186.85,2407.40,990.84,13.9,IDLE,close,
17.794,197.89,2399.46,994.34,13.6,IDLE,close,
17.847,181.62,2400.64,1020.99,11.3,IDLE,close,
17.892,199.79,2417.04,1021.42,13.0,IDLE,close,
17.937,184.17,2439.61,1022.47,12.8,IDLE,close,
17.980,201.11,2425.90,1138.25,14.1,IDLE,close,
18.029,192.79,2384.08,1208.93,15.6,IDLE,close,
18.080,204.93,2397.70,1240.64,14.4,IDLE,close,
18.118,194.35,2392.82,1299.61,12.2,IDLE,close,
18.167,206.92,2381.68,1364.16,15.3,IDLE,close,
18.214,202.08,2384.84,1390.06,14.7,IDLE,close,
18.260,209.35,2390.95,1388.79,15.6,IDLE,close,
18.307,211.26,2341.13,1390.01,17.1,IDLE,close,
18.351,212.49,2353.57,1389.90,15.7,IDLE,close,
18.447,215.32,2293.19,1389.41,19.2,IDLE,close,
18.503,229.88,2258.93,1392.20,20.8,IDLE,close,
18.543,222.68,2254.14,1395.56,20.8,IDLE,close,
18.596,238.29,2227.08,1399.87,22.4,IDLE,close,
18.639,232.54,2232.53,1400.25,21.3,IDLE,close,
18.690,240.90,2220.92,1397.50,19.5,IDLE,close,
18.725,235.35,2237.03,1395.82,19.7,IDLE,close,
18.784,231.19,2236.31,1347.73,15.4,IDLE,close,
18.820,223.92,2239.80,1320.60,14.0,IDLE,close,
18.876,219.83,2245.74,1250.61,10.6,IDLE,close,
18.924,209.58,2253.65,1245.48,8.3,IDLE,close,
18.961,198.97,2251.31,1225.65,6.7,IDLE,close,
19.016,230.83,2265.80,1216.80,5.6,IDLE,close,
19.055,232.27,2272.79,1208.20,6.9,IDLE,close,
19.107,234.29,2283.77,1201.48,1.6,IDLE,close,
19.147,227.91,2285.96,1196.84,1.7,IDLE,close,
19.201,237.16,2285.18,1195.06,1.7,IDLE,close,
19.247,219.04,2298.81,1194.88,1.9,IDLE,close,
19.298,216.47,2304.61,1192.93,3.5,IDLE,close,
19.342,203.12,2310.44,1192.69,4.4,IDLE,close,
19.387,194.10,2306.62,1188.96,5.2,IDLE,close,
19.431,181.34,2294.14,1183.30,9.2,IDLE,close,
19.480,167.26,2301.68,1177.45,9.5,IDLE,close,
19.528,157.20,2289.13,1166.20,11.8,IDLE,close,
19.580,148.70,2284.60,1161.50,11.9,IDLE,close,
19.625,135.98,2280.18,1157.49,13.0,IDLE,close,
19.677,132.89,2278.82,1154.10,13.2,IDLE,close,
19.716,119.39,2277.69,1154.73,13.6,IDLE,close,
19.759,115.54,2279.61,1148.46,14.1,IDLE,close,
19.814,103.89,2278.71,1148.16,12.5,IDLE,close,
19.870,99.59,2295.13,1146.40,12.3,IDLE,close,
19.912,86.18,2303.14,1134.40,10.7,IDLE,close,
19.972,90.80,2315.48,1131.53,10.8,IDLE,close,
20.011,73.20,2323.22,1123.23,9.6,IDLE,close,
20.056,76.86,2333.37,1127.45,8.6,IDLE,close,
20.094,69.93,2341.72,1121.16,8.4,IDLE,close,
20.150,70.36,2363.61,1109.93,8.8,IDLE,close,
20.190,63.94,2353.42,1103.06,8.8,IDLE,close,
20.244,64.42,2375.31,1103.76,8.8,IDLE,close,
20.283,70.85,2371.52,1084.94,8.5,IDLE,close,
20.324,63.93,2365.53,1074.76,8.1,IDLE,close,
20.379,69.25,2387.90,1073.93,6.6,IDLE,close,
20.419,58.20,2422.35,1076.65,5.0,IDLE,close,
20.475,70.25,2428.57,1066.00,5.9,IDLE,close,
20.514,61.93,2455.57,1077.06,5.6,IDLE,close,
20.562,62.67,2467.00,1084.04,6.0,IDLE,close,
20.601,65.10,2465.21,1096.85,5.5,IDLE,close,
20.654,72.36,2464.58,1104.12,8.4,IDLE,close,
20.706,69.44,2471.80,1134.39,7.3,IDLE,close,
20.756,79.18,2459.22,1218.63,10.4,IDLE,close,
20.796,77.91,2473.90,1271.87,11.8,IDLE,close,
20.849,80.40,2456.54,1331.07,12.4,IDLE,close,
20.885,89.37,2437.89,1341.14,14.8,IDLE,close,
20.933,84.28,2386.58,1344.45,17.7,IDLE,close,
20.977,106.72,2353.42,1349.73,18.9,IDLE,close,
21.030,94.55,2353.42,1350.45,18.5,IDLE,close,
21.070,107.89,2359.75,1337.03,16.8,IDLE,close,
21.117,110.40,2348.01,1335.50,18.7,IDLE,close,
21.163,118.44,2333.54,1337.84,19.0,IDLE,close,
21.210,118.40,2321.26,1329.63,19.6,IDLE,close,
21.259,117.64,2307.93,1325.75,18.4,IDLE,close,
21.304,124.61,2301.53,1334.70,18.4,IDLE,close,
21.354,122.78,2294.28,1331.20,13.4,IDLE,close,
21.396,123.91,2292.38,1327.68,12.2,IDLE,close,
21.453,116.64,2297.03,1321.18,9.5,IDLE,close,
21.503,114.55,2303.61,1317.84,7.4,IDLE,close,
21.538,111.48,2295.22,1326.69,7.0,IDLE,close,
21.596,109.74,2324.75,1312.71,5.1,IDLE,close,
21.643,109.28,2319.64,1320.60,5.0,IDLE,close,
21.680,113.19,2337.40,1295.86,5.8,IDLE,close,
21.735,106.33,2327.03,1305.77,6.9,IDLE,close,
21.785,110.33,2329.03,1312.13,7.0,IDLE,close,
21.821,98.40,2323.36,1304.96,7.6,IDLE,close,
21.874,110.09,2319.54,1301.03,8.7,IDLE,close,
